hour,hour_of_day,day_of_year,it_load_kw,facility_load_kw,utilization,scenario
120,0,5,15803.0,18963.6,0.8083,ai_heavy
121,1,5,16021.4,19225.7,0.812,ai_heavy
122,2,5,15582.4,18698.9,0.8171,ai_heavy
123,3,5,16852.5,20222.9,0.8235,ai_heavy
124,4,5,16357.3,19628.8,0.8314,ai_heavy
125,5,5,17019.1,20422.9,0.8409,ai_heavy
126,6,5,16107.3,19328.7,0.8518,ai_heavy
127,7,5,15956.9,19148.3,0.8638,ai_heavy
128,8,5,17123.1,20547.7,0.8764,ai_heavy
129,9,5,16023.3,19227.9,0.889,ai_heavy
130,10,5,16257.1,19508.6,0.9009,ai_heavy
131,11,5,16731.8,20078.2,0.9112,ai_heavy
132,12,5,15794.9,18953.9,0.9192,ai_heavy
133,13,5,16770.9,20125.1,0.9243,ai_heavy
134,14,5,16713.6,20056.4,0.926,ai_heavy
135,15,5,17045.8,20455.0,0.9243,ai_heavy
136,16,5,16842.0,20210.5,0.9192,ai_heavy
137,17,5,17016.8,20420.1,0.9112,ai_heavy
138,18,5,16290.4,19548.5,0.9009,ai_heavy
139,19,5,15884.0,19060.8,0.889,ai_heavy
140,20,5,17294.6,20753.5,0.8764,ai_heavy
141,21,5,15480.9,18577.1,0.8638,ai_heavy
142,22,5,15492.4,18590.8,0.8518,ai_heavy
143,23,5,16423.4,19708.1,0.8409,ai_heavy
144,0,6,16825.7,20190.8,0.8083,ai_heavy
145,1,6,16147.1,19376.6,0.812,ai_heavy
146,2,6,16553.9,19864.7,0.8171,ai_heavy
147,3,6,15129.4,18155.3,0.8235,ai_heavy
148,4,6,15877.2,19052.7,0.8314,ai_heavy
149,5,6,15241.7,18290.0,0.8409,ai_heavy
150,6,6,16563.9,19876.7,0.8518,ai_heavy
151,7,6,15470.9,18565.1,0.8638,ai_heavy
152,8,6,15641.5,18769.8,0.8764,ai_heavy
153,9,6,16557.5,19869.0,0.889,ai_heavy
154,10,6,16865.2,20238.3,0.9009,ai_heavy
155,11,6,16299.9,19559.9,0.9112,ai_heavy
156,12,6,16684.6,20021.6,0.9192,ai_heavy
157,13,6,16685.4,20022.5,0.9243,ai_heavy
158,14,6,16320.0,19584.0,0.926,ai_heavy
159,15,6,15881.2,19057.5,0.9243,ai_heavy
160,16,6,16682.0,20018.4,0.9192,ai_heavy
161,17,6,16679.3,20015.1,0.9112,ai_heavy
162,18,6,16782.9,20139.5,0.9009,ai_heavy
163,19,6,16458.7,19750.4,0.889,ai_heavy
164,20,6,15694.9,18833.8,0.8764,ai_heavy
165,21,6,16560.0,19872.0,0.8638,ai_heavy
166,22,6,16184.3,19421.2,0.8518,ai_heavy
167,23,6,15915.7,19098.9,0.8409,ai_heavy
168,0,7,15913.2,19095.8,0.8118,ai_heavy
169,1,7,15739.8,18887.7,0.8172,ai_heavy
170,2,7,16525.0,19830.0,0.8244,ai_heavy
171,3,7,15439.6,18527.5,0.8335,ai_heavy
172,4,7,15680.8,18817.0,0.8449,ai_heavy
173,5,7,16046.7,19256.1,0.8584,ai_heavy
174,6,7,17044.2,20453.1,0.874,ai_heavy
175,7,7,16828.8,20194.6,0.8911,ai_heavy
176,8,7,15565.6,18678.7,0.9092,ai_heavy
177,9,7,17096.1,20515.4,0.9272,ai_heavy
178,10,7,17152.5,20582.9,0.9441,ai_heavy
179,11,7,15950.6,19140.8,0.9588,ai_heavy
180,12,7,15316.6,18380.0,0.9703,ai_heavy
181,13,7,16557.6,19869.2,0.9775,ai_heavy
182,14,7,17160.7,20592.8,0.98,ai_heavy
183,15,7,17385.7,20862.9,0.9775,ai_heavy
184,16,7,16137.2,19364.6,0.9703,ai_heavy
185,17,7,17401.9,20882.3,0.9588,ai_heavy
186,18,7,15383.3,18459.9,0.9441,ai_heavy
187,19,7,16248.6,19498.4,0.9272,ai_heavy
188,20,7,16166.6,19399.9,0.9092,ai_heavy
189,21,7,16876.8,20252.2,0.8911,ai_heavy
190,22,7,16890.4,20268.4,0.874,ai_heavy
191,23,7,16670.5,20004.6,0.8584,ai_heavy
192,0,8,15404.6,18485.5,0.8118,ai_heavy
193,1,8,16488.5,19786.3,0.8172,ai_heavy
194,2,8,16341.6,19610.0,0.8244,ai_heavy
195,3,8,15317.1,18380.6,0.8335,ai_heavy
196,4,8,15160.3,18192.4,0.8449,ai_heavy
197,5,8,16711.3,20053.5,0.8584,ai_heavy
198,6,8,16169.3,19403.2,0.874,ai_heavy
199,7,8,15683.9,18820.7,0.8911,ai_heavy
200,8,8,16269.2,19523.1,0.9092,ai_heavy
201,9,8,16609.5,19931.4,0.9272,ai_heavy
202,10,8,16444.1,19732.9,0.9441,ai_heavy
203,11,8,15763.2,18915.8,0.9588,ai_heavy
204,12,8,17500.0,21000.0,0.9703,ai_heavy
205,13,8,17093.5,20512.2,0.9775,ai_heavy
206,14,8,16434.6,19721.6,0.98,ai_heavy
207,15,8,16446.7,19736.0,0.9775,ai_heavy
208,16,8,16748.8,20098.5,0.9703,ai_heavy
209,17,8,15972.6,19167.2,0.9588,ai_heavy
210,18,8,16644.7,19973.6,0.9441,ai_heavy
211,19,8,15774.1,18929.0,0.9272,ai_heavy
212,20,8,16336.8,19604.2,0.9092,ai_heavy
213,21,8,15741.0,18889.2,0.8911,ai_heavy
214,22,8,15711.9,18854.2,0.874,ai_heavy
215,23,8,17006.7,20408.1,0.8584,ai_heavy
216,0,9,16083.6,19300.4,0.8118,ai_heavy
217,1,9,16172.6,19407.1,0.8172,ai_heavy
218,2,9,15124.6,18149.5,0.8244,ai_heavy
219,3,9,15836.8,19004.2,0.8335,ai_heavy
220,4,9,16386.2,19663.4,0.8449,ai_heavy
221,5,9,16301.0,19561.2,0.8584,ai_heavy
222,6,9,15206.6,18247.9,0.874,ai_heavy
223,7,9,16414.2,19697.1,0.8911,ai_heavy
224,8,9,16551.5,19861.8,0.9092,ai_heavy
225,9,9,17062.8,20475.4,0.9272,ai_heavy
226,10,9,16161.1,19393.3,0.9441,ai_heavy
227,11,9,15420.9,18505.1,0.9588,ai_heavy
228,12,9,16074.6,19289.5,0.9703,ai_heavy
229,13,9,16047.5,19257.0,0.9775,ai_heavy
230,14,9,16968.6,20362.3,0.98,ai_heavy
231,15,9,15241.2,18289.4,0.9775,ai_heavy
232,16,9,16347.2,19616.6,0.9703,ai_heavy
233,17,9,17240.1,20688.1,0.9588,ai_heavy
234,18,9,16488.7,19786.4,0.9441,ai_heavy
235,19,9,16871.9,20246.2,0.9272,ai_heavy
236,20,9,15565.1,18678.2,0.9092,ai_heavy
237,21,9,15528.9,18634.7,0.8911,ai_heavy
238,22,9,16958.1,20349.8,0.874,ai_heavy
239,23,9,16255.8,19507.0,0.8584,ai_heavy
240,0,10,16104.9,19325.8,0.8118,ai_heavy
241,1,10,15533.5,18640.2,0.8172,ai_heavy
242,2,10,16144.5,19373.4,0.8244,ai_heavy
243,3,10,15571.3,18685.5,0.8335,ai_heavy
244,4,10,16738.0,20085.6,0.8449,ai_heavy
245,5,10,17500.0,21000.0,0.8584,ai_heavy
246,6,10,16493.2,19791.8,0.874,ai_heavy
247,7,10,16002.1,19202.6,0.8911,ai_heavy
248,8,10,15127.1,18152.5,0.9092,ai_heavy
249,9,10,15599.8,18719.7,0.9272,ai_heavy
250,10,10,17254.1,20704.9,0.9441,ai_heavy
251,11,10,16022.5,19227.0,0.9588,ai_heavy
252,12,10,16385.7,19662.9,0.9703,ai_heavy
253,13,10,16919.8,20303.8,0.9775,ai_heavy
254,14,10,17339.9,20807.9,0.98,ai_heavy
255,15,10,16494.2,19793.1,0.9775,ai_heavy
256,16,10,16368.9,19642.7,0.9703,ai_heavy
257,17,10,16568.5,19882.1,0.9588,ai_heavy
258,18,10,16174.7,19409.6,0.9441,ai_heavy
259,19,10,16147.2,19376.7,0.9272,ai_heavy
260,20,10,16573.8,19888.5,0.9092,ai_heavy
261,21,10,16403.6,19684.3,0.8911,ai_heavy
262,22,10,17296.8,20756.1,0.874,ai_heavy
263,23,10,16420.0,19703.9,0.8584,ai_heavy
264,0,11,16609.6,19931.5,0.8118,ai_heavy
265,1,11,15556.1,18667.3,0.8172,ai_heavy
266,2,11,16349.4,19619.3,0.8244,ai_heavy
267,3,11,15775.9,18931.1,0.8335,ai_heavy
268,4,11,16354.3,19625.1,0.8449,ai_heavy
269,5,11,16541.3,19849.6,0.8584,ai_heavy
270,6,11,16281.5,19537.8,0.874,ai_heavy
271,7,11,17491.0,20989.2,0.8911,ai_heavy
272,8,11,17072.8,20487.4,0.9092,ai_heavy
273,9,11,17010.3,20412.4,0.9272,ai_heavy
274,10,11,16863.1,20235.7,0.9441,ai_heavy
275,11,11,17407.5,20889.0,0.9588,ai_heavy
276,12,11,15855.7,19026.9,0.9703,ai_heavy
277,13,11,17275.7,20730.9,0.9775,ai_heavy
278,14,11,16108.0,19329.6,0.98,ai_heavy
279,15,11,16312.7,19575.2,0.9775,ai_heavy
280,16,11,16849.1,20218.9,0.9703,ai_heavy
281,17,11,17144.6,20573.5,0.9588,ai_heavy
282,18,11,15914.6,19097.5,0.9441,ai_heavy
283,19,11,16177.4,19412.9,0.9272,ai_heavy
284,20,11,16419.4,19703.3,0.9092,ai_heavy
285,21,11,16221.7,19466.0,0.8911,ai_heavy
286,22,11,16673.7,20008.4,0.874,ai_heavy
287,23,11,17500.0,21000.0,0.8584,ai_heavy
288,0,12,16245.4,19494.5,0.8083,ai_heavy
289,1,12,15701.7,18842.0,0.812,ai_heavy
290,2,12,15447.0,18536.4,0.8171,ai_heavy
291,3,12,15935.9,19123.1,0.8235,ai_heavy
292,4,12,15664.1,18796.9,0.8314,ai_heavy
293,5,12,16376.1,19651.4,0.8409,ai_heavy
294,6,12,16404.5,19685.4,0.8518,ai_heavy
295,7,12,15998.6,19198.3,0.8638,ai_heavy
296,8,12,17233.6,20680.3,0.8764,ai_heavy
297,9,12,15946.3,19135.5,0.889,ai_heavy
298,10,12,16286.0,19543.2,0.9009,ai_heavy
299,11,12,16692.1,20030.5,0.9112,ai_heavy
300,12,12,16843.0,20211.6,0.9192,ai_heavy
301,13,12,17049.9,20459.8,0.9243,ai_heavy
302,14,12,16637.3,19964.8,0.926,ai_heavy
303,15,12,16938.2,20325.9,0.9243,ai_heavy
304,16,12,16076.7,19292.1,0.9192,ai_heavy
305,17,12,16829.1,20195.0,0.9112,ai_heavy
306,18,12,16788.2,20145.8,0.9009,ai_heavy
307,19,12,17046.1,20455.3,0.889,ai_heavy
308,20,12,15450.9,18541.1,0.8764,ai_heavy
309,21,12,15782.5,18939.0,0.8638,ai_heavy
310,22,12,16584.7,19901.6,0.8518,ai_heavy
311,23,12,14865.1,17838.1,0.8409,ai_heavy
312,0,13,16280.4,19536.5,0.8083,ai_heavy
313,1,13,16566.3,19879.6,0.812,ai_heavy
314,2,13,15794.2,18953.0,0.8171,ai_heavy
315,3,13,15885.3,19062.3,0.8235,ai_heavy
316,4,13,15599.4,18719.2,0.8314,ai_heavy
317,5,13,15896.9,19076.3,0.8409,ai_heavy
318,6,13,15945.9,19135.0,0.8518,ai_heavy
319,7,13,15891.7,19070.0,0.8638,ai_heavy
320,8,13,15905.1,19086.1,0.8764,ai_heavy
321,9,13,16173.5,19408.2,0.889,ai_heavy
322,10,13,16205.8,19446.9,0.9009,ai_heavy
323,11,13,17298.9,20758.7,0.9112,ai_heavy
324,12,13,16210.1,19452.1,0.9192,ai_heavy
325,13,13,16590.1,19908.1,0.9243,ai_heavy
326,14,13,16141.9,19370.3,0.926,ai_heavy
327,15,13,16130.1,19356.1,0.9243,ai_heavy
328,16,13,15565.3,18678.3,0.9192,ai_heavy
329,17,13,15606.0,18727.2,0.9112,ai_heavy
330,18,13,15752.7,18903.3,0.9009,ai_heavy
331,19,13,16395.9,19675.1,0.889,ai_heavy
332,20,13,16790.2,20148.2,0.8764,ai_heavy
333,21,13,15354.4,18425.3,0.8638,ai_heavy
334,22,13,15918.4,19102.1,0.8518,ai_heavy
335,23,13,15487.4,18584.8,0.8409,ai_heavy
336,0,14,15927.8,19113.4,0.8118,ai_heavy
337,1,14,16591.3,19909.6,0.8172,ai_heavy
338,2,14,15880.0,19056.1,0.8244,ai_heavy
339,3,14,16102.6,19323.2,0.8335,ai_heavy
340,4,14,16868.1,20241.8,0.8449,ai_heavy
341,5,14,16429.2,19715.1,0.8584,ai_heavy
342,6,14,15886.5,19063.8,0.874,ai_heavy
343,7,14,16390.6,19668.8,0.8911,ai_heavy
344,8,14,15965.0,19158.0,0.9092,ai_heavy
345,9,14,16637.3,19964.8,0.9272,ai_heavy
346,10,14,16740.0,20088.0,0.9441,ai_heavy
347,11,14,15854.8,19025.8,0.9588,ai_heavy
348,12,14,16657.1,19988.5,0.9703,ai_heavy
349,13,14,16535.1,19842.1,0.9775,ai_heavy
350,14,14,16872.9,20247.5,0.98,ai_heavy
351,15,14,17007.4,20408.9,0.9775,ai_heavy
352,16,14,16807.4,20168.9,0.9703,ai_heavy
353,17,14,16382.5,19659.1,0.9588,ai_heavy
354,18,14,16946.7,20336.0,0.9441,ai_heavy
355,19,14,15999.7,19199.7,0.9272,ai_heavy
356,20,14,15722.9,18867.5,0.9092,ai_heavy
357,21,14,14749.1,17699.0,0.8911,ai_heavy
358,22,14,16223.0,19467.6,0.874,ai_heavy
359,23,14,15807.2,18968.6,0.8584,ai_heavy
360,0,15,16246.7,19496.0,0.8118,ai_heavy
361,1,15,15122.1,18146.6,0.8172,ai_heavy
362,2,15,15783.3,18940.0,0.8244,ai_heavy
363,3,15,16353.1,19623.8,0.8335,ai_heavy
364,4,15,15663.2,18795.8,0.8449,ai_heavy
365,5,15,16405.6,19686.7,0.8584,ai_heavy
366,6,15,15985.5,19182.6,0.874,ai_heavy
367,7,15,16296.8,19556.2,0.8911,ai_heavy
368,8,15,16663.8,19996.6,0.9092,ai_heavy
369,9,15,16899.7,20279.6,0.9272,ai_heavy
370,10,15,16530.8,19837.0,0.9441,ai_heavy
371,11,15,16129.2,19355.0,0.9588,ai_heavy
372,12,15,16342.4,19610.8,0.9703,ai_heavy
373,13,15,16910.7,20292.8,0.9775,ai_heavy
374,14,15,16093.0,19311.6,0.98,ai_heavy
375,15,15,16505.0,19805.9,0.9775,ai_heavy
376,16,15,16378.2,19653.9,0.9703,ai_heavy
377,17,15,16481.7,19778.0,0.9588,ai_heavy
378,18,15,15986.0,19183.1,0.9441,ai_heavy
379,19,15,15517.2,18620.7,0.9272,ai_heavy
380,20,15,16627.2,19952.7,0.9092,ai_heavy
381,21,15,16784.7,20141.6,0.8911,ai_heavy
382,22,15,15383.1,18459.7,0.874,ai_heavy
383,23,15,16386.0,19663.2,0.8584,ai_heavy
384,0,16,16576.8,19892.2,0.8118,ai_heavy
385,1,16,16359.9,19631.9,0.8172,ai_heavy
386,2,16,15894.6,19073.6,0.8244,ai_heavy
387,3,16,15669.2,18803.0,0.8335,ai_heavy
388,4,16,16201.8,19442.2,0.8449,ai_heavy
389,5,16,16327.1,19592.5,0.8584,ai_heavy
390,6,16,16303.9,19564.7,0.874,ai_heavy
391,7,16,16224.7,19469.7,0.8911,ai_heavy
392,8,16,15839.7,19007.7,0.9092,ai_heavy
393,9,16,16638.4,19966.1,0.9272,ai_heavy
394,10,16,16718.0,20061.6,0.9441,ai_heavy
395,11,16,16632.5,19959.0,0.9588,ai_heavy
396,12,16,16625.2,19950.3,0.9703,ai_heavy
397,13,16,17429.5,20915.4,0.9775,ai_heavy
398,14,16,16290.7,19548.8,0.98,ai_heavy
399,15,16,17231.5,20677.8,0.9775,ai_heavy
400,16,16,16205.2,19446.2,0.9703,ai_heavy
401,17,16,17083.0,20499.5,0.9588,ai_heavy
402,18,16,17095.1,20514.1,0.9441,ai_heavy
403,19,16,16285.6,19542.7,0.9272,ai_heavy
404,20,16,17187.3,20624.7,0.9092,ai_heavy
405,21,16,16542.4,19850.9,0.8911,ai_heavy
406,22,16,15829.3,18995.2,0.874,ai_heavy
407,23,16,16024.7,19229.6,0.8584,ai_heavy
408,0,17,16600.7,19920.9,0.8118,ai_heavy
409,1,17,16517.7,19821.2,0.8172,ai_heavy
410,2,17,15584.9,18701.9,0.8244,ai_heavy
411,3,17,16058.3,19269.9,0.8335,ai_heavy
412,4,17,16261.2,19513.5,0.8449,ai_heavy
413,5,17,15959.8,19151.8,0.8584,ai_heavy
414,6,17,17407.1,20888.5,0.874,ai_heavy
415,7,17,16427.2,19712.7,0.8911,ai_heavy
416,8,17,16341.1,19609.4,0.9092,ai_heavy
417,9,17,17017.0,20420.4,0.9272,ai_heavy
418,10,17,16304.5,19565.4,0.9441,ai_heavy
419,11,17,17032.6,20439.1,0.9588,ai_heavy
420,12,17,15741.0,18889.2,0.9703,ai_heavy
421,13,17,16367.8,19641.3,0.9775,ai_heavy
422,14,17,17124.2,20549.0,0.98,ai_heavy
423,15,17,17375.3,20850.3,0.9775,ai_heavy
424,16,17,16185.6,19422.8,0.9703,ai_heavy
425,17,17,16091.6,19309.9,0.9588,ai_heavy
426,18,17,16765.7,20118.9,0.9441,ai_heavy
427,19,17,16123.0,19347.6,0.9272,ai_heavy
428,20,17,16239.6,19487.5,0.9092,ai_heavy
429,21,17,16741.8,20090.1,0.8911,ai_heavy
430,22,17,15991.8,19190.2,0.874,ai_heavy
431,23,17,15251.0,18301.2,0.8584,ai_heavy
432,0,18,15428.4,18514.1,0.8118,ai_heavy
433,1,18,16077.4,19292.9,0.8172,ai_heavy
434,2,18,15196.0,18235.2,0.8244,ai_heavy
435,3,18,15981.9,19178.3,0.8335,ai_heavy
436,4,18,15487.5,18585.1,0.8449,ai_heavy
437,5,18,17003.9,20404.7,0.8584,ai_heavy
438,6,18,17313.1,20775.8,0.874,ai_heavy
439,7,18,15795.0,18954.0,0.8911,ai_heavy
440,8,18,16497.6,19797.1,0.9092,ai_heavy
441,9,18,15956.7,19148.0,0.9272,ai_heavy
442,10,18,16332.1,19598.6,0.9441,ai_heavy
443,11,18,17427.4,20912.9,0.9588,ai_heavy
444,12,18,16338.1,19605.7,0.9703,ai_heavy
445,13,18,16451.2,19741.4,0.9775,ai_heavy
446,14,18,16132.2,19358.7,0.98,ai_heavy
447,15,18,17164.2,20597.0,0.9775,ai_heavy
448,16,18,14947.9,17937.5,0.9703,ai_heavy
449,17,18,16313.3,19576.0,0.9588,ai_heavy
450,18,18,16462.4,19754.9,0.9441,ai_heavy
451,19,18,16104.2,19325.1,0.9272,ai_heavy
452,20,18,16795.6,20154.7,0.9092,ai_heavy
453,21,18,16901.1,20281.4,0.8911,ai_heavy
454,22,18,15568.5,18682.2,0.874,ai_heavy
455,23,18,17224.4,20669.3,0.8584,ai_heavy
456,0,19,15358.6,18430.3,0.8083,ai_heavy
457,1,19,16676.5,20011.8,0.812,ai_heavy
458,2,19,16144.3,19373.2,0.8171,ai_heavy
459,3,19,15849.8,19019.7,0.8235,ai_heavy
460,4,19,15920.8,19105.0,0.8314,ai_heavy
461,5,19,16133.4,19360.1,0.8409,ai_heavy
462,6,19,16286.2,19543.5,0.8518,ai_heavy
463,7,19,15776.2,18931.4,0.8638,ai_heavy
464,8,19,16150.9,19381.1,0.8764,ai_heavy
465,9,19,15929.0,19114.8,0.889,ai_heavy
466,10,19,15748.8,18898.5,0.9009,ai_heavy
467,11,19,15976.5,19171.8,0.9112,ai_heavy
468,12,19,15838.1,19005.7,0.9192,ai_heavy
469,13,19,16213.5,19456.3,0.9243,ai_heavy
470,14,19,16639.3,19967.1,0.926,ai_heavy
471,15,19,16480.0,19776.0,0.9243,ai_heavy
472,16,19,17375.7,20850.8,0.9192,ai_heavy
473,17,19,15292.0,18350.4,0.9112,ai_heavy
474,18,19,16574.7,19889.6,0.9009,ai_heavy
475,19,19,16309.2,19571.0,0.889,ai_heavy
476,20,19,16663.0,19995.7,0.8764,ai_heavy
477,21,19,16572.7,19887.3,0.8638,ai_heavy
478,22,19,16104.9,19325.9,0.8518,ai_heavy
479,23,19,16233.3,19479.9,0.8409,ai_heavy
480,0,20,15685.5,18822.5,0.8083,ai_heavy
481,1,20,16351.4,19621.7,0.812,ai_heavy
482,2,20,15166.2,18199.4,0.8171,ai_heavy
483,3,20,16468.0,19761.6,0.8235,ai_heavy
484,4,20,16107.6,19329.1,0.8314,ai_heavy
485,5,20,15913.6,19096.4,0.8409,ai_heavy
486,6,20,16072.1,19286.5,0.8518,ai_heavy
487,7,20,16146.5,19375.8,0.8638,ai_heavy
488,8,20,16898.1,20277.7,0.8764,ai_heavy
489,9,20,17500.0,21000.0,0.889,ai_heavy
490,10,20,16942.7,20331.3,0.9009,ai_heavy
491,11,20,16100.3,19320.3,0.9112,ai_heavy
492,12,20,16714.0,20056.8,0.9192,ai_heavy
493,13,20,16752.2,20102.7,0.9243,ai_heavy
494,14,20,15970.3,19164.3,0.926,ai_heavy
495,15,20,15799.4,18959.3,0.9243,ai_heavy
496,16,20,16372.9,19647.5,0.9192,ai_heavy
497,17,20,16774.9,20129.9,0.9112,ai_heavy
498,18,20,15554.2,18665.1,0.9009,ai_heavy
