hour,hour_of_day,day_of_year,it_load_kw,facility_load_kw,utilization,scenario
60,12,2,16162.8,19395.3,0.9,mixed
61,13,2,16726.1,20071.3,0.9149,mixed
62,14,2,16452.3,19742.7,0.92,mixed
63,15,2,16749.2,20099.0,0.9149,mixed
64,16,2,16290.7,19548.9,0.9,mixed
65,17,2,15976.0,19171.2,0.8765,mixed
66,18,2,16181.3,19417.5,0.8463,mixed
67,19,2,16592.7,19911.3,0.8115,mixed
68,20,2,15077.3,18092.8,0.7744,mixed
69,21,2,15316.2,18379.4,0.7373,mixed
70,22,2,14728.1,17673.7,0.7021,mixed
71,23,2,14742.9,17691.5,0.6701,mixed
72,0,3,13917.3,16700.8,0.5743,mixed
73,1,3,13067.2,15680.7,0.5854,mixed
74,2,3,13982.7,16779.2,0.6001,mixed
75,3,3,14615.1,17538.2,0.6189,mixed
76,4,3,14012.1,16814.6,0.6423,mixed
77,5,3,14923.7,17908.4,0.6701,mixed
78,6,3,14811.5,17773.8,0.7021,mixed
79,7,3,14873.5,17848.2,0.7373,mixed
80,8,3,15613.4,18736.1,0.7744,mixed
81,9,3,15756.6,18908.0,0.8115,mixed
82,10,3,15865.1,19038.1,0.8463,mixed
83,11,3,16347.6,19617.1,0.8765,mixed
84,12,3,16114.3,19337.1,0.9,mixed
85,13,3,15318.5,18382.1,0.9149,mixed
86,14,3,15963.5,19156.2,0.92,mixed
87,15,3,15241.2,18289.5,0.9149,mixed
88,16,3,16332.6,19599.1,0.9,mixed
89,17,3,16290.6,19548.7,0.8765,mixed
90,18,3,16110.1,19332.1,0.8463,mixed
91,19,3,15667.7,18801.3,0.8115,mixed
92,20,3,15641.8,18770.1,0.7744,mixed
93,21,3,14251.9,17102.2,0.7373,mixed
94,22,3,14682.9,17619.4,0.7021,mixed
95,23,3,13906.0,16687.2,0.6701,mixed
96,0,4,13750.3,16500.4,0.5743,mixed
97,1,4,14649.1,17578.9,0.5854,mixed
98,2,4,14528.5,17434.2,0.6001,mixed
99,3,4,14471.6,17365.9,0.6189,mixed
100,4,4,14263.2,17115.9,0.6423,mixed
101,5,4,14089.6,16907.5,0.6701,mixed
102,6,4,14813.0,17775.6,0.7021,mixed
103,7,4,15457.9,18549.4,0.7373,mixed
104,8,4,15387.3,18464.7,0.7744,mixed
105,9,4,14706.6,17647.9,0.8115,mixed
106,10,4,15716.6,18859.9,0.8463,mixed
107,11,4,14953.5,17944.2,0.8765,mixed
108,12,4,16403.1,19683.7,0.9,mixed
109,13,4,15778.5,18934.2,0.9149,mixed
110,14,4,15554.2,18665.0,0.92,mixed
111,15,4,16508.9,19810.7,0.9149,mixed
112,16,4,16285.5,19542.6,0.9,mixed
113,17,4,15974.7,19169.6,0.8765,mixed
114,18,4,16697.6,20037.1,0.8463,mixed
115,19,4,15735.3,18882.4,0.8115,mixed
116,20,4,14906.3,17887.5,0.7744,mixed
117,21,4,15192.4,18230.9,0.7373,mixed
118,22,4,14604.0,17524.8,0.7021,mixed
119,23,4,15074.3,18089.2,0.6701,mixed
120,0,5,13969.1,16762.9,0.567,mixed
121,1,5,14061.1,16873.4,0.5748,mixed
122,2,5,13365.0,16038.0,0.5851,mixed
123,3,5,14081.1,16897.3,0.5982,mixed
124,4,5,14137.5,16965.1,0.6146,mixed
125,5,5,13849.2,16619.0,0.6341,mixed
126,6,5,14337.9,17205.4,0.6565,mixed
127,7,5,14784.9,17741.8,0.6811,mixed
128,8,5,14760.8,17713.0,0.7071,mixed
129,9,5,14298.8,17158.5,0.733,mixed
130,10,5,14966.0,17959.2,0.7574,mixed
131,11,5,15013.5,18016.3,0.7786,mixed
132,12,5,15423.2,18507.9,0.795,mixed
133,13,5,15441.5,18529.8,0.8054,mixed
134,14,5,15234.7,18281.6,0.809,mixed
135,15,5,15193.7,18232.5,0.8054,mixed
136,16,5,15365.1,18438.1,0.795,mixed
137,17,5,15667.3,18800.7,0.7786,mixed
138,18,5,15215.8,18259.0,0.7574,mixed
139,19,5,15568.8,18682.5,0.733,mixed
140,20,5,15264.6,18317.6,0.7071,mixed
141,21,5,15249.4,18299.2,0.6811,mixed
142,22,5,15026.4,18031.7,0.6565,mixed
143,23,5,14958.2,17949.8,0.6341,mixed
144,0,6,13373.1,16047.7,0.567,mixed
145,1,6,14172.7,17007.2,0.5748,mixed
146,2,6,14480.1,17376.1,0.5851,mixed
147,3,6,14645.2,17574.2,0.5982,mixed
148,4,6,13834.0,16600.8,0.6146,mixed
149,5,6,14570.0,17484.0,0.6341,mixed
150,6,6,14466.3,17359.6,0.6565,mixed
151,7,6,15402.8,18483.3,0.6811,mixed
152,8,6,14148.4,16978.0,0.7071,mixed
153,9,6,14586.7,17504.1,0.733,mixed
154,10,6,14270.1,17124.1,0.7574,mixed
155,11,6,15293.4,18352.1,0.7786,mixed
156,12,6,16375.6,19650.7,0.795,mixed
157,13,6,15381.5,18457.7,0.8054,mixed
158,14,6,15471.9,18566.3,0.809,mixed
159,15,6,15656.2,18787.4,0.8054,mixed
160,16,6,15280.7,18336.8,0.795,mixed
161,17,6,15394.6,18473.5,0.7786,mixed
162,18,6,15267.3,18320.7,0.7574,mixed
163,19,6,14552.6,17463.1,0.733,mixed
164,20,6,14721.1,17665.3,0.7071,mixed
165,21,6,14918.9,17902.7,0.6811,mixed
166,22,6,14835.9,17803.0,0.6565,mixed
167,23,6,14844.8,17813.8,0.6341,mixed
168,0,7,14039.6,16847.5,0.5743,mixed
169,1,7,14120.8,16945.0,0.5854,mixed
170,2,7,14383.7,17260.5,0.6001,mixed
171,3,7,13936.5,16723.8,0.6189,mixed
172,4,7,14067.8,16881.4,0.6423,mixed
173,5,7,14468.1,17361.7,0.6701,mixed
174,6,7,14166.9,17000.3,0.7021,mixed
175,7,7,15142.0,18170.4,0.7373,mixed
176,8,7,15678.8,18814.5,0.7744,mixed
177,9,7,15112.2,18134.7,0.8115,mixed
178,10,7,15872.0,19046.4,0.8463,mixed
179,11,7,15564.7,18677.6,0.8765,mixed
180,12,7,15528.2,18633.9,0.9,mixed
181,13,7,17107.2,20528.6,0.9149,mixed
182,14,7,15661.2,18793.4,0.92,mixed
183,15,7,15495.1,18594.1,0.9149,mixed
184,16,7,16119.9,19343.8,0.9,mixed
185,17,7,15991.9,19190.2,0.8765,mixed
186,18,7,15981.1,19177.3,0.8463,mixed
187,19,7,16368.2,19641.8,0.8115,mixed
188,20,7,14846.0,17815.2,0.7744,mixed
189,21,7,14699.8,17639.8,0.7373,mixed
190,22,7,15441.3,18529.6,0.7021,mixed
191,23,7,14931.6,17917.9,0.6701,mixed
192,0,8,14233.4,17080.0,0.5743,mixed
193,1,8,13724.4,16469.3,0.5854,mixed
194,2,8,14542.3,17450.7,0.6001,mixed
195,3,8,14531.6,17437.9,0.6189,mixed
196,4,8,14422.9,17307.5,0.6423,mixed
197,5,8,14267.6,17121.1,0.6701,mixed
198,6,8,14777.5,17733.1,0.7021,mixed
199,7,8,15699.2,18839.1,0.7373,mixed
200,8,8,14701.5,17641.8,0.7744,mixed
201,9,8,15070.7,18084.8,0.8115,mixed
202,10,8,15372.4,18446.8,0.8463,mixed
203,11,8,15668.6,18802.3,0.8765,mixed
204,12,8,16009.1,19211.0,0.9,mixed
205,13,8,16576.9,19892.2,0.9149,mixed
206,14,8,16370.2,19644.2,0.92,mixed
207,15,8,16142.9,19371.5,0.9149,mixed
208,16,8,16149.8,19379.8,0.9,mixed
209,17,8,16161.0,19393.3,0.8765,mixed
210,18,8,14877.0,17852.4,0.8463,mixed
211,19,8,15937.6,19125.1,0.8115,mixed
212,20,8,14823.5,17788.2,0.7744,mixed
213,21,8,14760.4,17712.4,0.7373,mixed
214,22,8,14880.8,17857.0,0.7021,mixed
215,23,8,14489.6,17387.5,0.6701,mixed
216,0,9,14102.8,16923.3,0.5743,mixed
217,1,9,14031.1,16837.3,0.5854,mixed
218,2,9,13945.0,16734.1,0.6001,mixed
219,3,9,14840.4,17808.5,0.6189,mixed
220,4,9,14646.0,17575.2,0.6423,mixed
221,5,9,14654.1,17584.9,0.6701,mixed
222,6,9,15036.4,18043.7,0.7021,mixed
223,7,9,14642.9,17571.4,0.7373,mixed
224,8,9,16192.1,19430.5,0.7744,mixed
225,9,9,14937.3,17924.8,0.8115,mixed
226,10,9,15720.6,18864.8,0.8463,mixed
227,11,9,15727.8,18873.3,0.8765,mixed
228,12,9,15860.8,19033.0,0.9,mixed
229,13,9,15893.9,19072.7,0.9149,mixed
230,14,9,15772.9,18927.4,0.92,mixed
231,15,9,16687.9,20025.5,0.9149,mixed
232,16,9,15437.8,18525.4,0.9,mixed
233,17,9,16332.2,19598.6,0.8765,mixed
234,18,9,15972.3,19166.7,0.8463,mixed
235,19,9,15264.7,18317.7,0.8115,mixed
236,20,9,15443.2,18531.9,0.7744,mixed
237,21,9,14888.5,17866.2,0.7373,mixed
238,22,9,14243.8,17092.6,0.7021,mixed
239,23,9,14047.4,16856.9,0.6701,mixed
240,0,10,14173.1,17007.7,0.5743,mixed
241,1,10,14224.7,17069.6,0.5854,mixed
242,2,10,14169.3,17003.1,0.6001,mixed
243,3,10,14023.0,16827.6,0.6189,mixed
244,4,10,14259.4,17111.3,0.6423,mixed
245,5,10,14380.6,17256.7,0.6701,mixed
246,6,10,13958.4,16750.1,0.7021,mixed
247,7,10,14986.9,17984.3,0.7373,mixed
248,8,10,15438.6,18526.3,0.7744,mixed
249,9,10,15472.5,18567.0,0.8115,mixed
250,10,10,16499.0,19798.8,0.8463,mixed
251,11,10,15386.0,18463.2,0.8765,mixed
252,12,10,15699.0,18838.8,0.9,mixed
253,13,10,16177.8,19413.4,0.9149,mixed
254,14,10,16264.7,19517.7,0.92,mixed
255,15,10,15194.4,18233.3,0.9149,mixed
256,16,10,16306.3,19567.6,0.9,mixed
257,17,10,15982.3,19178.7,0.8765,mixed
258,18,10,14671.3,17605.5,0.8463,mixed
259,19,10,15387.1,18464.5,0.8115,mixed
260,20,10,14831.7,17798.0,0.7744,mixed
261,21,10,14756.0,17707.2,0.7373,mixed
262,22,10,14139.1,16966.9,0.7021,mixed
263,23,10,14703.8,17644.5,0.6701,mixed
264,0,11,14634.4,17561.3,0.5743,mixed
265,1,11,14082.8,16899.3,0.5854,mixed
266,2,11,13155.9,15787.0,0.6001,mixed
267,3,11,14311.2,17173.5,0.6189,mixed
268,4,11,14257.6,17109.1,0.6423,mixed
269,5,11,14042.8,16851.3,0.6701,mixed
270,6,11,14886.7,17864.0,0.7021,mixed
271,7,11,15354.2,18425.1,0.7373,mixed
272,8,11,14895.5,17874.6,0.7744,mixed
273,9,11,14679.7,17615.7,0.8115,mixed
274,10,11,14721.9,17666.3,0.8463,mixed
275,11,11,15547.3,18656.7,0.8765,mixed
276,12,11,15942.0,19130.4,0.9,mixed
277,13,11,15864.1,19036.9,0.9149,mixed
278,14,11,15815.7,18978.8,0.92,mixed
279,15,11,16388.0,19665.6,0.9149,mixed
280,16,11,16239.1,19486.9,0.9,mixed
281,17,11,15959.1,19150.9,0.8765,mixed
282,18,11,16051.2,19261.4,0.8463,mixed
283,19,11,15137.1,18164.6,0.8115,mixed
284,20,11,14701.2,17641.5,0.7744,mixed
285,21,11,14725.0,17670.0,0.7373,mixed
286,22,11,14469.1,17362.9,0.7021,mixed
287,23,11,13628.8,16354.5,0.6701,mixed
288,0,12,13625.6,16350.7,0.567,mixed
289,1,12,14363.5,17236.2,0.5748,mixed
290,2,12,14305.1,17166.2,0.5851,mixed
291,3,12,14276.7,17132.0,0.5982,mixed
292,4,12,14217.4,17060.8,0.6146,mixed
293,5,12,14909.3,17891.1,0.6341,mixed
294,6,12,13974.7,16769.6,0.6565,mixed
295,7,12,14171.7,17006.0,0.6811,mixed
296,8,12,15260.7,18312.8,0.7071,mixed
297,9,12,14943.7,17932.4,0.733,mixed
298,10,12,14785.9,17743.0,0.7574,mixed
299,11,12,15479.5,18575.4,0.7786,mixed
300,12,12,15132.5,18159.0,0.795,mixed
301,13,12,15015.0,18018.0,0.8054,mixed
302,14,12,15024.7,18029.7,0.809,mixed
303,15,12,15550.5,18660.6,0.8054,mixed
304,16,12,15428.9,18514.6,0.795,mixed
305,17,12,15920.2,19104.3,0.7786,mixed
306,18,12,14958.4,17950.1,0.7574,mixed
307,19,12,14793.7,17752.5,0.733,mixed
308,20,12,15400.4,18480.4,0.7071,mixed
309,21,12,15025.6,18030.7,0.6811,mixed
310,22,12,14496.5,17395.8,0.6565,mixed
311,23,12,13619.1,16342.9,0.6341,mixed
312,0,13,13514.9,16217.9,0.567,mixed
313,1,13,13463.0,16155.6,0.5748,mixed
314,2,13,13984.8,16781.7,0.5851,mixed
315,3,13,13840.9,16609.1,0.5982,mixed
316,4,13,14842.4,17810.9,0.6146,mixed
317,5,13,13614.6,16337.6,0.6341,mixed
318,6,13,13930.9,16717.1,0.6565,mixed
319,7,13,14701.2,17641.4,0.6811,mixed
320,8,13,14993.7,17992.4,0.7071,mixed
321,9,13,13772.4,16526.9,0.733,mixed
322,10,13,14304.1,17164.9,0.7574,mixed
323,11,13,15106.9,18128.3,0.7786,mixed
324,12,13,15958.0,19149.6,0.795,mixed
325,13,13,16274.2,19529.0,0.8054,mixed
326,14,13,15233.4,18280.0,0.809,mixed
327,15,13,15323.1,18387.7,0.8054,mixed
328,16,13,14949.2,17939.1,0.795,mixed
329,17,13,15516.6,18619.9,0.7786,mixed
330,18,13,15781.7,18938.0,0.7574,mixed
331,19,13,15493.9,18592.7,0.733,mixed
332,20,13,14749.9,17699.9,0.7071,mixed
333,21,13,14227.0,17072.3,0.6811,mixed
334,22,13,14437.3,17324.8,0.6565,mixed
335,23,13,14880.1,17856.1,0.6341,mixed
336,0,14,13732.7,16479.3,0.5743,mixed
337,1,14,13210.7,15852.9,0.5854,mixed
338,2,14,13915.2,16698.3,0.6001,mixed
339,3,14,14070.9,16885.0,0.6189,mixed
340,4,14,13557.8,16269.3,0.6423,mixed
341,5,14,14623.5,17548.3,0.6701,mixed
342,6,14,14954.0,17944.8,0.7021,mixed
343,7,14,15794.1,18952.9,0.7373,mixed
344,8,14,14592.8,17511.4,0.7744,mixed
345,9,14,15779.6,18935.5,0.8115,mixed
346,10,14,16121.9,19346.3,0.8463,mixed
347,11,14,16111.4,19333.6,0.8765,mixed
348,12,14,15532.9,18639.5,0.9,mixed
349,13,14,15598.7,18718.4,0.9149,mixed
350,14,14,16193.7,19432.5,0.92,mixed
351,15,14,16157.1,19388.5,0.9149,mixed
352,16,14,15747.9,18897.5,0.9,mixed
353,17,14,16478.8,19774.5,0.8765,mixed
354,18,14,15479.1,18574.9,0.8463,mixed
355,19,14,14563.9,17476.7,0.8115,mixed
356,20,14,15098.2,18117.8,0.7744,mixed
357,21,14,15174.9,18209.9,0.7373,mixed
358,22,14,14881.5,17857.8,0.7021,mixed
359,23,14,14668.1,17601.7,0.6701,mixed
360,0,15,14522.7,17427.3,0.5743,mixed
361,1,15,13504.4,16205.3,0.5854,mixed
362,2,15,13888.3,16666.0,0.6001,mixed
363,3,15,14847.4,17816.8,0.6189,mixed
364,4,15,13494.9,16193.9,0.6423,mixed
365,5,15,14499.1,17398.9,0.6701,mixed
366,6,15,15273.5,18328.2,0.7021,mixed
367,7,15,15504.2,18605.1,0.7373,mixed
368,8,15,15501.4,18601.7,0.7744,mixed
369,9,15,15758.7,18910.4,0.8115,mixed
370,10,15,15178.1,18213.8,0.8463,mixed
371,11,15,16517.6,19821.1,0.8765,mixed
372,12,15,15440.1,18528.1,0.9,mixed
373,13,15,15562.2,18674.7,0.9149,mixed
374,14,15,16334.6,19601.5,0.92,mixed
375,15,15,15875.2,19050.2,0.9149,mixed
376,16,15,16116.0,19339.2,0.9,mixed
377,17,15,16069.1,19282.9,0.8765,mixed
378,18,15,16503.2,19803.8,0.8463,mixed
379,19,15,15642.1,18770.5,0.8115,mixed
380,20,15,14918.3,17902.0,0.7744,mixed
381,21,15,15263.0,18315.6,0.7373,mixed
382,22,15,14362.8,17235.4,0.7021,mixed
383,23,15,14920.3,17904.4,0.6701,mixed
384,0,16,13926.7,16712.0,0.5743,mixed
385,1,16,14139.6,16967.5,0.5854,mixed
386,2,16,13315.7,15978.8,0.6001,mixed
387,3,16,13231.5,15877.8,0.6189,mixed
388,4,16,13695.4,16434.5,0.6423,mixed
389,5,16,15283.0,18339.7,0.6701,mixed
390,6,16,14223.0,17067.6,0.7021,mixed
391,7,16,15288.1,18345.7,0.7373,mixed
392,8,16,14907.7,17889.2,0.7744,mixed
393,9,16,15330.0,18396.0,0.8115,mixed
394,10,16,15646.4,18775.7,0.8463,mixed
395,11,16,16646.4,19975.7,0.8765,mixed
396,12,16,16297.6,19557.1,0.9,mixed
397,13,16,16299.6,19559.5,0.9149,mixed
398,14,16,16774.8,20129.7,0.92,mixed
399,15,16,15807.4,18968.9,0.9149,mixed
400,16,16,16530.0,19836.0,0.9,mixed
401,17,16,16293.0,19551.6,0.8765,mixed
402,18,16,16085.7,19302.9,0.8463,mixed
403,19,16,15369.3,18443.2,0.8115,mixed
404,20,16,15001.0,18001.1,0.7744,mixed
405,21,16,14569.0,17482.9,0.7373,mixed
406,22,16,14373.7,17248.4,0.7021,mixed
407,23,16,14122.9,16947.5,0.6701,mixed
408,0,17,14052.7,16863.3,0.5743,mixed
409,1,17,13876.0,16651.2,0.5854,mixed
410,2,17,14249.2,17099.0,0.6001,mixed
411,3,17,14397.3,17276.8,0.6189,mixed
412,4,17,13885.4,16662.5,0.6423,mixed
413,5,17,14047.7,16857.2,0.6701,mixed
414,6,17,14629.3,17555.2,0.7021,mixed
415,7,17,14611.5,17533.9,0.7373,mixed
416,8,17,14798.9,17758.7,0.7744,mixed
417,9,17,16226.7,19472.0,0.8115,mixed
418,10,17,14946.7,17936.1,0.8463,mixed
419,11,17,16826.9,20192.3,0.8765,mixed
420,12,17,16155.5,19386.6,0.9,mixed
421,13,17,16590.2,19908.3,0.9149,mixed
422,14,17,16567.3,19880.7,0.92,mixed
423,15,17,16411.7,19694.1,0.9149,mixed
424,16,17,16815.2,20178.3,0.9,mixed
425,17,17,15348.9,18418.7,0.8765,mixed
426,18,17,15593.9,18712.7,0.8463,mixed
427,19,17,15046.1,18055.3,0.8115,mixed
428,20,17,14426.9,17312.3,0.7744,mixed
429,21,17,14662.7,17595.2,0.7373,mixed
430,22,17,15557.9,18669.5,0.7021,mixed
431,23,17,14446.9,17336.3,0.6701,mixed
432,0,18,14726.9,17672.2,0.5743,mixed
433,1,18,14845.9,17815.1,0.5854,mixed
434,2,18,15331.1,18397.4,0.6001,mixed
435,3,18,15000.8,18001.0,0.6189,mixed
436,4,18,15355.9,18427.1,0.6423,mixed
437,5,18,14664.1,17596.9,0.6701,mixed
438,6,18,14831.3,17797.6,0.7021,mixed
439,7,18,15091.7,18110.1,0.7373,mixed
440,8,18,15200.4,18240.5,0.7744,mixed
441,9,18,15510.5,18612.6,0.8115,mixed
442,10,18,16021.0,19225.2,0.8463,mixed
443,11,18,15642.4,18770.9,0.8765,mixed
444,12,18,15354.7,18425.7,0.9,mixed
445,13,18,16289.3,19547.1,0.9149,mixed
446,14,18,15811.1,18973.3,0.92,mixed
447,15,18,15828.6,18994.4,0.9149,mixed
448,16,18,15948.1,19137.7,0.9,mixed
449,17,18,15687.0,18824.4,0.8765,mixed
450,18,18,16189.2,19427.0,0.8463,mixed
451,19,18,15363.9,18436.7,0.8115,mixed
452,20,18,15729.6,18875.5,0.7744,mixed
453,21,18,15051.9,18062.2,0.7373,mixed
454,22,18,14691.3,17629.5,0.7021,mixed
455,23,18,14591.4,17509.7,0.6701,mixed
456,0,19,13315.6,15978.7,0.567,mixed
457,1,19,14043.7,16852.4,0.5748,mixed
458,2,19,14325.4,17190.5,0.5851,mixed
459,3,19,14473.1,17367.7,0.5982,mixed
460,4,19,13587.0,16304.4,0.6146,mixed
461,5,19,13637.1,16364.5,0.6341,mixed
462,6,19,14201.3,17041.6,0.6565,mixed
463,7,19,15200.3,18240.4,0.6811,mixed
464,8,19,14860.6,17832.8,0.7071,mixed
465,9,19,14584.3,17501.2,0.733,mixed
466,10,19,14432.0,17318.4,0.7574,mixed
467,11,19,14914.9,17897.9,0.7786,mixed
468,12,19,14988.5,17986.1,0.795,mixed
469,13,19,15834.3,19001.1,0.8054,mixed
470,14,19,15893.7,19072.5,0.809,mixed
471,15,19,14916.8,17900.2,0.8054,mixed
472,16,19,15680.7,18816.8,0.795,mixed
473,17,19,15524.6,18629.6,0.7786,mixed
474,18,19,14555.7,17466.8,0.7574,mixed
475,19,19,14893.8,17872.5,0.733,mixed
476,20,19,14913.7,17896.4,0.7071,mixed
477,21,19,14665.6,17598.7,0.6811,mixed
478,22,19,13693.1,16431.7,0.6565,mixed
479,23,19,14344.5,17213.3,0.6341,mixed
480,0,20,14116.7,16940.1,0.567,mixed
481,1,20,14561.5,17473.8,0.5748,mixed
482,2,20,13689.2,16427.1,0.5851,mixed
483,3,20,13825.3,16590.3,0.5982,mixed
484,4,20,14072.7,16887.3,0.6146,mixed
485,5,20,14413.0,17295.7,0.6341,mixed
486,6,20,14475.8,17370.9,0.6565,mixed
487,7,20,14858.7,17830.4,0.6811,mixed
488,8,20,14264.4,17117.3,0.7071,mixed
489,9,20,15109.1,18130.9,0.733,mixed
490,10,20,14753.7,17704.5,0.7574,mixed
491,11,20,15161.9,18194.2,0.7786,mixed
492,12,20,16119.9,19343.9,0.795,mixed
493,13,20,14755.9,17707.1,0.8054,mixed
494,14,20,15295.8,18355.0,0.809,mixed
495,15,20,14813.0,17775.6,0.8054,mixed
496,16,20,15404.6,18485.5,0.795,mixed
497,17,20,15706.2,18847.4,0.7786,mixed
498,18,20,15166.5,18199.8,0.7574,mixed
499,19,20,14879.0,17854.8,0.733,mixed
500,20,20,15351.1,18421.3,0.7071,mixed
501,21,20,14738.8,17686.5,0.6811,mixed
502,22,20,14788.7,17746.4,0.6565,mixed
503,23,20,14594.8,17513.8,0.6341,mixed
504,0,21,12700.4,15240.4,0.5743,mixed
505,1,21,13939.5,16727.4,0.5854,mixed
506,2,21,13612.2,16334.6,0.6001,mixed
507,3,21,13836.6,16603.9,0.6189,mixed
508,4,21,14975.8,17970.9,0.6423,mixed
509,5,21,14359.2,17231.0,0.6701,mixed
510,6,21,15566.7,18680.1,0.7021,mixed
511,7,21,14327.7,17193.2,0.7373,mixed
512,8,21,14706.2,17647.4,0.7744,mixed
513,9,21,15794.3,18953.2,0.8115,mixed
514,10,21,15507.0,18608.4,0.8463,mixed
515,11,21,16010.3,19212.4,0.8765,mixed
516,12,21,15962.7,19155.3,0.9,mixed
517,13,21,16044.6,19253.5,0.9149,mixed
518,14,21,15999.3,19199.2,0.92,mixed
519,15,21,16200.3,19440.3,0.9149,mixed
520,16,21,16325.0,19590.0,0.9,mixed
521,17,21,16632.4,19958.9,0.8765,mixed
522,18,21,15572.3,18686.7,0.8463,mixed
523,19,21,15258.8,18310.6,0.8115,mixed
524,20,21,14962.1,17954.5,0.7744,mixed
525,21,21,15619.0,18742.8,0.7373,mixed
526,22,21,15035.5,18042.5,0.7021,mixed
527,23,21,13695.1,16434.1,0.6701,mixed
528,0,22,13089.5,15707.4,0.5743,mixed
529,1,22,13623.7,16348.5,0.5854,mixed
530,2,22,14164.3,16997.1,0.6001,mixed
531,3,22,14175.4,17010.5,0.6189,mixed
532,4,22,14562.8,17475.4,0.6423,mixed
533,5,22,14446.0,17335.2,0.6701,mixed
534,6,22,15347.9,18417.5,0.7021,mixed
535,7,22,15305.9,18367.1,0.7373,mixed
536,8,22,15235.7,18282.9,0.7744,mixed
537,9,22,15971.7,19166.1,0.8115,mixed
538,10,22,14892.4,17870.9,0.8463,mixed
539,11,22,15823.6,18988.3,0.8765,mixed
540,12,22,16082.8,19299.3,0.9,mixed
541,13,22,16404.5,19685.4,0.9149,mixed
542,14,22,15315.8,18379.0,0.92,mixed
543,15,22,15987.6,19185.1,0.9149,mixed
544,16,22,16209.1,19450.9,0.9,mixed
545,17,22,16091.2,19309.4,0.8765,mixed
546,18,22,16224.9,19469.9,0.8463,mixed
547,19,22,15793.9,18952.7,0.8115,mixed
548,20,22,15172.6,18207.2,0.7744,mixed
549,21,22,15262.3,18314.8,0.7373,mixed
550,22,22,14641.4,17569.7,0.7021,mixed
551,23,22,14586.4,17503.7,0.6701,mixed
552,0,23,14231.2,17077.4,0.5743,mixed
553,1,23,13952.7,16743.2,0.5854,mixed
554,2,23,14219.9,17063.9,0.6001,mixed
555,3,23,14598.9,17518.6,0.6189,mixed
556,4,23,14647.8,17577.3,0.6423,mixed
557,5,23,15059.8,18071.8,0.6701,mixed
558,6,23,15759.4,18911.2,0.7021,mixed
559,7,23,15274.9,18329.8,0.7373,mixed
