hour,hour_of_day,day_of_year,it_load_kw,facility_load_kw,utilization,scenario
159,15,6,7225.9,9393.7,0.8054,mixed
160,16,6,7052.6,9168.4,0.795,mixed
161,17,6,7105.2,9236.7,0.7786,mixed
162,18,6,7046.4,9160.4,0.7574,mixed
163,19,6,6716.6,8731.5,0.733,mixed
164,20,6,6794.4,8832.7,0.7071,mixed
165,21,6,6885.7,8951.4,0.6811,mixed
166,22,6,6847.3,8901.5,0.6565,mixed
167,23,6,6851.5,8906.9,0.6341,mixed
168,0,7,6479.8,8423.8,0.5743,mixed
169,1,7,6517.3,8472.5,0.5854,mixed
170,2,7,6638.6,8630.2,0.6001,mixed
171,3,7,6432.2,8361.9,0.6189,mixed
172,4,7,6492.8,8440.7,0.6423,mixed
173,5,7,6677.6,8680.9,0.6701,mixed
174,6,7,6538.6,8500.2,0.7021,mixed
175,7,7,6988.6,9085.2,0.7373,mixed
176,8,7,7236.4,9407.3,0.7744,mixed
177,9,7,6974.9,9067.3,0.8115,mixed
178,10,7,7325.5,9523.2,0.8463,mixed
179,11,7,7183.7,9338.8,0.8765,mixed
180,12,7,7166.9,9316.9,0.9,mixed
181,13,7,7895.6,10264.3,0.9149,mixed
182,14,7,7228.2,9396.7,0.92,mixed
183,15,7,7151.6,9297.0,0.9149,mixed
184,16,7,7439.9,9671.9,0.9,mixed
185,17,7,7380.9,9595.1,0.8765,mixed
186,18,7,7375.9,9588.6,0.8463,mixed
187,19,7,7554.6,9820.9,0.8115,mixed
188,20,7,6852.0,8907.6,0.7744,mixed
189,21,7,6784.5,8819.9,0.7373,mixed
190,22,7,7126.8,9264.8,0.7021,mixed
191,23,7,6891.5,8959.0,0.6701,mixed
192,0,8,6569.2,8540.0,0.5743,mixed
193,1,8,6334.3,8234.7,0.5854,mixed
194,2,8,6711.8,8725.4,0.6001,mixed
195,3,8,6706.9,8718.9,0.6189,mixed
196,4,8,6656.7,8653.7,0.6423,mixed
197,5,8,6585.1,8560.6,0.6701,mixed
198,6,8,6820.4,8866.5,0.7021,mixed
199,7,8,7245.8,9419.5,0.7373,mixed
200,8,8,6785.3,8820.9,0.7744,mixed
201,9,8,6955.7,9042.4,0.8115,mixed
202,10,8,7094.9,9223.4,0.8463,mixed
203,11,8,7231.6,9401.1,0.8765,mixed
204,12,8,7388.8,9605.5,0.9,mixed
205,13,8,7650.9,9946.1,0.9149,mixed
206,14,8,7555.5,9822.1,0.92,mixed
207,15,8,7450.6,9685.7,0.9149,mixed
208,16,8,7453.8,9689.9,0.9,mixed
209,17,8,7458.9,9696.6,0.8765,mixed
210,18,8,6866.3,8926.2,0.8463,mixed
211,19,8,7355.8,9562.5,0.8115,mixed
212,20,8,6841.6,8894.1,0.7744,mixed
213,21,8,6812.5,8856.2,0.7373,mixed
214,22,8,6868.1,8928.5,0.7021,mixed
215,23,8,6687.5,8693.8,0.6701,mixed
216,0,9,6509.0,8461.7,0.5743,mixed
217,1,9,6475.9,8418.7,0.5854,mixed
218,2,9,6436.2,8367.0,0.6001,mixed
219,3,9,6849.4,8904.3,0.6189,mixed
220,4,9,6759.7,8787.6,0.6423,mixed
221,5,9,6763.4,8792.4,0.6701,mixed
222,6,9,6939.9,9021.9,0.7021,mixed
223,7,9,6758.2,8785.7,0.7373,mixed
224,8,9,7473.3,9715.3,0.7744,mixed
225,9,9,6894.1,8962.4,0.8115,mixed
226,10,9,7255.7,9432.4,0.8463,mixed
227,11,9,7259.0,9436.7,0.8765,mixed
228,12,9,7320.4,9516.5,0.9,mixed
229,13,9,7335.6,9536.3,0.9149,mixed
230,14,9,7279.8,9463.7,0.92,mixed
231,15,9,7702.1,10012.8,0.9149,mixed
232,16,9,7125.2,9262.7,0.9,mixed
233,17,9,7537.9,9799.3,0.8765,mixed
234,18,9,7371.8,9583.4,0.8463,mixed
235,19,9,7045.3,9158.8,0.8115,mixed
236,20,9,7127.7,9265.9,0.7744,mixed
237,21,9,6871.6,8933.1,0.7373,mixed
238,22,9,6574.1,8546.3,0.7021,mixed
239,23,9,6483.4,8428.4,0.6701,mixed
240,0,10,6541.4,8503.8,0.5743,mixed
241,1,10,6565.2,8534.8,0.5854,mixed
242,2,10,6539.7,8501.6,0.6001,mixed
243,3,10,6472.1,8413.8,0.6189,mixed
244,4,10,6581.3,8555.7,0.6423,mixed
245,5,10,6637.2,8628.4,0.6701,mixed
246,6,10,6442.3,8375.0,0.7021,mixed
247,7,10,6917.0,8992.1,0.7373,mixed
248,8,10,7125.5,9263.2,0.7744,mixed
249,9,10,7141.1,9283.5,0.8115,mixed
250,10,10,7614.9,9899.4,0.8463,mixed
251,11,10,7101.2,9231.6,0.8765,mixed
252,12,10,7245.7,9419.4,0.9,mixed
253,13,10,7466.7,9706.7,0.9149,mixed
254,14,10,7506.8,9758.8,0.92,mixed
255,15,10,7012.8,9116.7,0.9149,mixed
256,16,10,7526.0,9783.8,0.9,mixed
257,17,10,7376.4,9589.4,0.8765,mixed
258,18,10,6771.4,8802.8,0.8463,mixed
259,19,10,7101.7,9232.3,0.8115,mixed
260,20,10,6845.4,8899.0,0.7744,mixed
261,21,10,6810.4,8853.6,0.7373,mixed
262,22,10,6525.7,8483.4,0.7021,mixed
263,23,10,6786.4,8822.3,0.6701,mixed
264,0,11,6754.3,8780.6,0.5743,mixed
265,1,11,6499.7,8449.7,0.5854,mixed
266,2,11,6071.9,7893.5,0.6001,mixed
267,3,11,6605.2,8586.7,0.6189,mixed
268,4,11,6580.4,8554.6,0.6423,mixed
269,5,11,6481.3,8425.7,0.6701,mixed
270,6,11,6870.8,8932.0,0.7021,mixed
271,7,11,7086.6,9212.5,0.7373,mixed
272,8,11,6874.9,8937.3,0.7744,mixed
273,9,11,6775.3,8807.8,0.8115,mixed
274,10,11,6794.7,8833.1,0.8463,mixed
275,11,11,7175.7,9328.4,0.8765,mixed
276,12,11,7357.8,9565.2,0.9,mixed
277,13,11,7321.9,9518.4,0.9149,mixed
278,14,11,7299.5,9489.4,0.92,mixed
279,15,11,7563.7,9832.8,0.9149,mixed
280,16,11,7495.0,9743.5,0.9,mixed
281,17,11,7365.7,9575.4,0.8765,mixed
282,18,11,7408.2,9630.7,0.8463,mixed
283,19,11,6986.4,9082.3,0.8115,mixed
284,20,11,6785.2,8820.7,0.7744,mixed
285,21,11,6796.1,8835.0,0.7373,mixed
286,22,11,6678.0,8681.5,0.7021,mixed
287,23,11,6290.2,8177.3,0.6701,mixed
288,0,12,6288.7,8175.4,0.567,mixed
289,1,12,6629.3,8618.1,0.5748,mixed
290,2,12,6602.4,8583.1,0.5851,mixed
291,3,12,6589.2,8566.0,0.5982,mixed
292,4,12,6561.9,8530.4,0.6146,mixed
293,5,12,6881.2,8945.6,0.6341,mixed
294,6,12,6449.9,8384.8,0.6565,mixed
295,7,12,6540.8,8503.0,0.6811,mixed
296,8,12,7043.4,9156.4,0.7071,mixed
297,9,12,6897.1,8966.2,0.733,mixed
298,10,12,6824.2,8871.5,0.7574,mixed
299,11,12,7144.4,9287.7,0.7786,mixed
300,12,12,6984.2,9079.5,0.795,mixed
301,13,12,6930.0,9009.0,0.8054,mixed
302,14,12,6934.5,9014.8,0.809,mixed
303,15,12,7177.2,9330.3,0.8054,mixed
304,16,12,7121.0,9257.3,0.795,mixed
305,17,12,7347.8,9552.1,0.7786,mixed
306,18,12,6903.9,8975.0,0.7574,mixed
307,19,12,6827.9,8876.2,0.733,mixed
308,20,12,7107.9,9240.2,0.7071,mixed
309,21,12,6934.9,9015.4,0.6811,mixed
310,22,12,6690.7,8697.9,0.6565,mixed
311,23,12,6285.7,8171.5,0.6341,mixed
312,0,13,6237.7,8109.0,0.567,mixed
313,1,13,6213.7,8077.8,0.5748,mixed
314,2,13,6454.5,8390.9,0.5851,mixed
315,3,13,6388.1,8304.5,0.5982,mixed
316,4,13,6850.4,8905.5,0.6146,mixed
317,5,13,6283.7,8168.8,0.6341,mixed
318,6,13,6429.6,8358.5,0.6565,mixed
319,7,13,6785.2,8820.7,0.6811,mixed
320,8,13,6920.2,8996.2,0.7071,mixed
321,9,13,6356.5,8263.5,0.733,mixed
322,10,13,6601.9,8582.5,0.7574,mixed
323,11,13,6972.4,9064.2,0.7786,mixed
324,12,13,7365.2,9574.8,0.795,mixed
325,13,13,7511.2,9764.5,0.8054,mixed
326,14,13,7030.8,9140.0,0.809,mixed
327,15,13,7072.2,9193.9,0.8054,mixed
328,16,13,6899.6,8969.5,0.795,mixed
329,17,13,7161.5,9310.0,0.7786,mixed
330,18,13,7283.8,9469.0,0.7574,mixed
331,19,13,7151.0,9296.4,0.733,mixed
332,20,13,6807.7,8850.0,0.7071,mixed
333,21,13,6566.3,8536.2,0.6811,mixed
334,22,13,6663.4,8662.4,0.6565,mixed
335,23,13,6867.7,8928.1,0.6341,mixed
336,0,14,6338.2,8239.6,0.5743,mixed
337,1,14,6097.3,7926.4,0.5854,mixed
338,2,14,6422.4,8349.1,0.6001,mixed
339,3,14,6494.2,8442.5,0.6189,mixed
340,4,14,6257.4,8134.7,0.6423,mixed
341,5,14,6749.3,8774.1,0.6701,mixed
342,6,14,6901.8,8972.4,0.7021,mixed
343,7,14,7289.6,9476.5,0.7373,mixed
344,8,14,6735.1,8755.7,0.7744,mixed
345,9,14,7282.9,9467.7,0.8115,mixed
346,10,14,7440.9,9673.1,0.8463,mixed
347,11,14,7436.0,9666.8,0.8765,mixed
348,12,14,7169.0,9319.8,0.9,mixed
349,13,14,7199.4,9359.2,0.9149,mixed
350,14,14,7474.0,9716.2,0.92,mixed
351,15,14,7457.1,9694.3,0.9149,mixed
352,16,14,7268.3,9448.7,0.9,mixed
353,17,14,7605.6,9887.3,0.8765,mixed
354,18,14,7144.2,9287.4,0.8463,mixed
355,19,14,6721.8,8738.4,0.8115,mixed
356,20,14,6968.4,9058.9,0.7744,mixed
357,21,14,7003.8,9105.0,0.7373,mixed
358,22,14,6868.4,8928.9,0.7021,mixed
359,23,14,6769.9,8800.8,0.6701,mixed
360,0,15,6702.8,8713.6,0.5743,mixed
361,1,15,6232.8,8102.6,0.5854,mixed
362,2,15,6410.0,8333.0,0.6001,mixed
363,3,15,6852.6,8908.4,0.6189,mixed
364,4,15,6228.4,8097.0,0.6423,mixed
365,5,15,6691.9,8699.4,0.6701,mixed
366,6,15,7049.3,9164.1,0.7021,mixed
367,7,15,7155.8,9302.5,0.7373,mixed
368,8,15,7154.5,9300.8,0.7744,mixed
369,9,15,7273.2,9455.2,0.8115,mixed
370,10,15,7005.3,9106.9,0.8463,mixed
371,11,15,7623.5,9910.6,0.8765,mixed
372,12,15,7126.2,9264.0,0.9,mixed
373,13,15,7182.6,9337.3,0.9149,mixed
374,14,15,7539.0,9800.7,0.92,mixed
375,15,15,7327.0,9525.1,0.9149,mixed
376,16,15,7438.2,9669.6,0.9,mixed
377,17,15,7416.5,9641.4,0.8765,mixed
378,18,15,7616.9,9901.9,0.8463,mixed
379,19,15,7219.4,9385.2,0.8115,mixed
380,20,15,6885.4,8951.0,0.7744,mixed
381,21,15,7044.5,9157.8,0.7373,mixed
382,22,15,6629.0,8617.7,0.7021,mixed
383,23,15,6886.3,8952.2,0.6701,mixed
384,0,16,6427.7,8356.0,0.5743,mixed
385,1,16,6525.9,8483.7,0.5854,mixed
386,2,16,6145.7,7989.4,0.6001,mixed
387,3,16,6106.9,7938.9,0.6189,mixed
388,4,16,6320.9,8217.2,0.6423,mixed
389,5,16,7053.7,9169.8,0.6701,mixed
390,6,16,6564.5,8533.8,0.7021,mixed
391,7,16,7056.0,9172.8,0.7373,mixed
392,8,16,6880.5,8944.6,0.7744,mixed
393,9,16,7075.4,9198.0,0.8115,mixed
394,10,16,7221.4,9387.9,0.8463,mixed
395,11,16,7682.9,9987.8,0.8765,mixed
396,12,16,7521.9,9778.5,0.9,mixed
397,13,16,7522.9,9779.8,0.9149,mixed
398,14,16,7742.2,10064.9,0.92,mixed
399,15,16,7295.7,9484.4,0.9149,mixed
400,16,16,7629.2,9918.0,0.9,mixed
401,17,16,7519.9,9775.8,0.8765,mixed
402,18,16,7424.2,9651.4,0.8463,mixed
403,19,16,7093.5,9221.6,0.8115,mixed
404,20,16,6923.5,9000.6,0.7744,mixed
405,21,16,6724.2,8741.4,0.7373,mixed
406,22,16,6634.0,8624.2,0.7021,mixed
407,23,16,6518.3,8473.8,0.6701,mixed
408,0,17,6485.9,8431.6,0.5743,mixed
409,1,17,6404.3,8325.6,0.5854,mixed
410,2,17,6576.6,8549.5,0.6001,mixed
411,3,17,6644.9,8638.4,0.6189,mixed
412,4,17,6408.7,8331.2,0.6423,mixed
413,5,17,6483.5,8428.6,0.6701,mixed
414,6,17,6752.0,8777.6,0.7021,mixed
415,7,17,6743.8,8766.9,0.7373,mixed
416,8,17,6830.3,8879.3,0.7744,mixed
417,9,17,7489.2,9736.0,0.8115,mixed
418,10,17,6898.5,8968.0,0.8463,mixed
419,11,17,7766.3,10096.1,0.8765,mixed
420,12,17,7456.4,9693.3,0.9,mixed
421,13,17,7657.0,9954.1,0.9149,mixed
422,14,17,7646.4,9940.4,0.92,mixed
423,15,17,7574.6,9847.0,0.9149,mixed
424,16,17,7760.9,10089.1,0.9,mixed
425,17,17,7084.1,9209.4,0.8765,mixed
426,18,17,7197.2,9356.4,0.8463,mixed
427,19,17,6944.3,9027.7,0.8115,mixed
428,20,17,6658.6,8656.2,0.7744,mixed
429,21,17,6767.4,8797.6,0.7373,mixed
430,22,17,7180.6,9334.7,0.7021,mixed
431,23,17,6667.8,8668.1,0.6701,mixed
432,0,18,6797.0,8836.1,0.5743,mixed
433,1,18,6852.0,8907.6,0.5854,mixed
434,2,18,7075.9,9198.7,0.6001,mixed
435,3,18,6923.4,9000.5,0.6189,mixed
436,4,18,7087.3,9213.6,0.6423,mixed
437,5,18,6768.1,8798.5,0.6701,mixed
438,6,18,6845.2,8898.8,0.7021,mixed
439,7,18,6965.4,9055.0,0.7373,mixed
440,8,18,7015.6,9120.2,0.7744,mixed
441,9,18,7158.7,9306.3,0.8115,mixed
442,10,18,7394.3,9612.6,0.8463,mixed
443,11,18,7219.6,9385.4,0.8765,mixed
444,12,18,7086.8,9212.8,0.9,mixed
445,13,18,7518.1,9773.6,0.9149,mixed
446,14,18,7297.4,9486.6,0.92,mixed
447,15,18,7305.5,9497.2,0.9149,mixed
448,16,18,7360.7,9568.9,0.9,mixed
449,17,18,7240.1,9412.2,0.8765,mixed
450,18,18,7471.9,9713.5,0.8463,mixed
451,19,18,7091.0,9218.3,0.8115,mixed
452,20,18,7259.8,9437.7,0.7744,mixed
453,21,18,6947.0,9031.1,0.7373,mixed
454,22,18,6780.6,8814.8,0.7021,mixed
455,23,18,6734.5,8754.8,0.6701,mixed
456,0,19,6145.6,7989.3,0.567,mixed
457,1,19,6481.7,8426.2,0.5748,mixed
458,2,19,6611.7,8595.2,0.5851,mixed
459,3,19,6679.9,8683.8,0.5982,mixed
460,4,19,6270.9,8152.2,0.6146,mixed
461,5,19,6294.1,8182.3,0.6341,mixed
462,6,19,6554.5,8520.8,0.6565,mixed
463,7,19,7015.5,9120.2,0.6811,mixed
464,8,19,6858.8,8916.4,0.7071,mixed
465,9,19,6731.2,8750.6,0.733,mixed
466,10,19,6660.9,8659.2,0.7574,mixed
467,11,19,6883.8,8948.9,0.7786,mixed
468,12,19,6917.7,8993.1,0.795,mixed
469,13,19,7308.1,9500.6,0.8054,mixed
470,14,19,7335.6,9536.2,0.809,mixed
471,15,19,6884.7,8950.1,0.8054,mixed
472,16,19,7237.2,9408.4,0.795,mixed
473,17,19,7165.2,9314.8,0.7786,mixed
474,18,19,6718.0,8733.4,0.7574,mixed
475,19,19,6874.0,8936.3,0.733,mixed
476,20,19,6883.2,8948.2,0.7071,mixed
477,21,19,6768.7,8799.3,0.6811,mixed
478,22,19,6319.9,8215.9,0.6565,mixed
479,23,19,6620.5,8606.7,0.6341,mixed
480,0,20,6515.4,8470.0,0.567,mixed
481,1,20,6720.7,8736.9,0.5748,mixed
482,2,20,6318.1,8213.5,0.5851,mixed
483,3,20,6380.9,8295.2,0.5982,mixed
484,4,20,6495.1,8443.6,0.6146,mixed
485,5,20,6652.2,8647.8,0.6341,mixed
486,6,20,6681.1,8685.5,0.6565,mixed
487,7,20,6857.8,8915.2,0.6811,mixed
488,8,20,6583.6,8558.7,0.7071,mixed
489,9,20,6973.4,9065.4,0.733,mixed
490,10,20,6809.4,8852.2,0.7574,mixed
491,11,20,6997.8,9097.1,0.7786,mixed
492,12,20,7440.0,9672.0,0.795,mixed
493,13,20,6810.4,8853.5,0.8054,mixed
494,14,20,7059.6,9177.5,0.809,mixed
495,15,20,6836.8,8887.8,0.8054,mixed
496,16,20,7109.8,9242.8,0.795,mixed
497,17,20,7249.0,9423.7,0.7786,mixed
498,18,20,6999.9,9099.9,0.7574,mixed
499,19,20,6867.2,8927.4,0.733,mixed
500,20,20,7085.1,9210.7,0.7071,mixed
501,21,20,6802.5,8843.3,0.6811,mixed
502,22,20,6825.5,8873.2,0.6565,mixed
503,23,20,6736.1,8756.9,0.6341,mixed
504,0,21,5861.7,7620.2,0.5743,mixed
505,1,21,6433.6,8363.7,0.5854,mixed
506,2,21,6282.5,8167.3,0.6001,mixed
507,3,21,6386.1,8302.0,0.6189,mixed
508,4,21,6911.9,8985.5,0.6423,mixed
509,5,21,6627.3,8615.5,0.6701,mixed
510,6,21,7184.6,9340.0,0.7021,mixed
511,7,21,6612.8,8596.6,0.7373,mixed
512,8,21,6787.5,8823.7,0.7744,mixed
513,9,21,7289.7,9476.6,0.8115,mixed
514,10,21,7157.1,9304.2,0.8463,mixed
515,11,21,7389.4,9606.2,0.8765,mixed
516,12,21,7367.4,9577.6,0.9,mixed
517,13,21,7405.2,9626.7,0.9149,mixed
518,14,21,7384.3,9599.6,0.92,mixed
519,15,21,7477.0,9720.2,0.9149,mixed
520,16,21,7534.6,9795.0,0.9,mixed
521,17,21,7676.5,9979.4,0.8765,mixed
522,18,21,7187.2,9343.4,0.8463,mixed
523,19,21,7042.5,9155.3,0.8115,mixed
524,20,21,6905.6,8977.3,0.7744,mixed
525,21,21,7208.8,9371.4,0.7373,mixed
526,22,21,6939.4,9021.3,0.7021,mixed
527,23,21,6320.8,8217.1,0.6701,mixed
528,0,22,6041.3,7853.7,0.5743,mixed
529,1,22,6287.9,8174.2,0.5854,mixed
530,2,22,6537.4,8498.6,0.6001,mixed
531,3,22,6542.5,8505.2,0.6189,mixed
532,4,22,6721.3,8737.7,0.6423,mixed
533,5,22,6667.4,8667.6,0.6701,mixed
534,6,22,7083.7,9208.8,0.7021,mixed
535,7,22,7064.3,9183.5,0.7373,mixed
536,8,22,7031.9,9141.4,0.7744,mixed
537,9,22,7371.6,9583.0,0.8115,mixed
538,10,22,6873.4,8935.4,0.8463,mixed
539,11,22,7303.2,9494.1,0.8765,mixed
540,12,22,7422.8,9649.7,0.9,mixed
541,13,22,7571.3,9842.7,0.9149,mixed
542,14,22,7068.8,9189.5,0.92,mixed
543,15,22,7378.9,9592.6,0.9149,mixed
544,16,22,7481.1,9725.5,0.9,mixed
545,17,22,7426.7,9654.7,0.8765,mixed
546,18,22,7488.4,9735.0,0.8463,mixed
547,19,22,7289.5,9476.3,0.8115,mixed
548,20,22,7002.8,9103.6,0.7744,mixed
549,21,22,7044.1,9157.4,0.7373,mixed
550,22,22,6757.6,8784.8,0.7021,mixed
551,23,22,6732.2,8751.8,0.6701,mixed
552,0,23,6568.2,8538.7,0.5743,mixed
553,1,23,6439.7,8371.6,0.5854,mixed
554,2,23,6563.0,8531.9,0.6001,mixed
555,3,23,6737.9,8759.3,0.6189,mixed
556,4,23,6760.5,8788.7,0.6423,mixed
557,5,23,6950.7,9035.9,0.6701,mixed
558,6,23,7273.6,9455.6,0.7021,mixed
559,7,23,7049.9,9164.9,0.7373,mixed
