hour,hour_of_day,day_of_year,it_load_kw,facility_load_kw,utilization,scenario
54,6,2,13304.5,15965.4,0.6556,cloud_heavy
55,7,2,13666.3,16399.5,0.7032,cloud_heavy
56,8,2,14275.8,17131.0,0.7533,cloud_heavy
57,9,2,15521.9,18626.2,0.8033,cloud_heavy
58,10,2,14891.7,17870.0,0.8504,cloud_heavy
59,11,2,16120.3,19344.4,0.8912,cloud_heavy
60,12,2,15151.8,18182.2,0.923,cloud_heavy
61,13,2,15980.6,19176.7,0.9431,cloud_heavy
62,14,2,16285.4,19542.5,0.95,cloud_heavy
63,15,2,16426.6,19712.0,0.9431,cloud_heavy
64,16,2,16297.9,19557.5,0.923,cloud_heavy
65,17,2,16038.1,19245.7,0.8912,cloud_heavy
66,18,2,15128.9,18154.6,0.8504,cloud_heavy
67,19,2,14649.6,17579.5,0.8033,cloud_heavy
68,20,2,14765.2,17718.2,0.7533,cloud_heavy
69,21,2,13853.4,16624.0,0.7032,cloud_heavy
70,22,2,12978.5,15574.1,0.6556,cloud_heavy
71,23,2,12651.6,15181.9,0.6123,cloud_heavy
72,0,3,11576.3,13891.6,0.4829,cloud_heavy
73,1,3,12222.0,14666.4,0.4978,cloud_heavy
74,2,3,12277.4,14732.9,0.5177,cloud_heavy
75,3,3,12717.8,15261.4,0.5431,cloud_heavy
76,4,3,12586.7,15104.1,0.5747,cloud_heavy
77,5,3,13159.1,15791.0,0.6123,cloud_heavy
78,6,3,13748.2,16497.8,0.6556,cloud_heavy
79,7,3,13804.0,16564.8,0.7032,cloud_heavy
80,8,3,14591.9,17510.3,0.7533,cloud_heavy
81,9,3,14560.6,17472.7,0.8033,cloud_heavy
82,10,3,15122.3,18146.8,0.8504,cloud_heavy
83,11,3,15485.8,18583.0,0.8912,cloud_heavy
84,12,3,15385.0,18462.0,0.923,cloud_heavy
85,13,3,16378.6,19654.3,0.9431,cloud_heavy
86,14,3,15978.0,19173.6,0.95,cloud_heavy
87,15,3,16148.8,19378.6,0.9431,cloud_heavy
88,16,3,16187.6,19425.1,0.923,cloud_heavy
89,17,3,15875.1,19050.1,0.8912,cloud_heavy
90,18,3,15594.0,18712.8,0.8504,cloud_heavy
91,19,3,14811.7,17774.1,0.8033,cloud_heavy
92,20,3,14211.9,17054.2,0.7533,cloud_heavy
93,21,3,13900.0,16680.0,0.7032,cloud_heavy
94,22,3,12811.8,15374.2,0.6556,cloud_heavy
95,23,3,12528.3,15033.9,0.6123,cloud_heavy
96,0,4,11432.3,13718.8,0.4829,cloud_heavy
97,1,4,11682.1,14018.5,0.4978,cloud_heavy
98,2,4,12371.8,14846.2,0.5177,cloud_heavy
99,3,4,12121.2,14545.5,0.5431,cloud_heavy
100,4,4,12605.5,15126.6,0.5747,cloud_heavy
101,5,4,13607.3,16328.8,0.6123,cloud_heavy
102,6,4,13350.7,16020.8,0.6556,cloud_heavy
103,7,4,14241.6,17089.9,0.7032,cloud_heavy
104,8,4,13991.5,16789.8,0.7533,cloud_heavy
105,9,4,14764.1,17716.9,0.8033,cloud_heavy
106,10,4,14853.1,17823.7,0.8504,cloud_heavy
107,11,4,15505.9,18607.1,0.8912,cloud_heavy
108,12,4,16359.7,19631.7,0.923,cloud_heavy
109,13,4,15306.2,18367.5,0.9431,cloud_heavy
110,14,4,16417.5,19701.0,0.95,cloud_heavy
111,15,4,16257.9,19509.5,0.9431,cloud_heavy
112,16,4,15673.0,18807.6,0.923,cloud_heavy
113,17,4,14985.7,17982.8,0.8912,cloud_heavy
114,18,4,15321.9,18386.3,0.8504,cloud_heavy
115,19,4,14619.6,17543.6,0.8033,cloud_heavy
116,20,4,14495.1,17394.2,0.7533,cloud_heavy
117,21,4,13942.5,16731.0,0.7032,cloud_heavy
118,22,4,14143.4,16972.1,0.6556,cloud_heavy
119,23,4,13002.8,15603.4,0.6123,cloud_heavy
120,0,5,11451.2,13741.4,0.473,cloud_heavy
121,1,5,11974.4,14369.2,0.4835,cloud_heavy
122,2,5,12117.7,14541.3,0.4974,cloud_heavy
123,3,5,12700.0,15240.0,0.5152,cloud_heavy
124,4,5,12716.5,15259.8,0.5373,cloud_heavy
125,5,5,12783.8,15340.6,0.5636,cloud_heavy
126,6,5,13494.6,16193.5,0.5939,cloud_heavy
127,7,5,12762.0,15314.4,0.6272,cloud_heavy
128,8,5,13296.7,15956.0,0.6623,cloud_heavy
129,9,5,13493.7,16192.5,0.6973,cloud_heavy
130,10,5,14016.9,16820.3,0.7303,cloud_heavy
131,11,5,13849.7,16619.6,0.7589,cloud_heavy
132,12,5,14930.0,17916.0,0.7811,cloud_heavy
133,13,5,14682.0,17618.4,0.7952,cloud_heavy
134,14,5,14170.9,17005.0,0.8,cloud_heavy
135,15,5,14330.2,17196.3,0.7952,cloud_heavy
136,16,5,14788.6,17746.4,0.7811,cloud_heavy
137,17,5,14809.5,17771.4,0.7589,cloud_heavy
138,18,5,15032.4,18038.8,0.7303,cloud_heavy
139,19,5,15092.8,18111.4,0.6973,cloud_heavy
140,20,5,13725.4,16470.5,0.6623,cloud_heavy
141,21,5,12841.1,15409.3,0.6272,cloud_heavy
142,22,5,12100.2,14520.3,0.5939,cloud_heavy
143,23,5,12750.0,15300.0,0.5636,cloud_heavy
144,0,6,11525.8,13831.0,0.473,cloud_heavy
145,1,6,11761.9,14114.3,0.4835,cloud_heavy
146,2,6,11817.2,14180.6,0.4974,cloud_heavy
147,3,6,12150.9,14581.1,0.5152,cloud_heavy
148,4,6,12802.5,15362.9,0.5373,cloud_heavy
149,5,6,12708.0,15249.6,0.5636,cloud_heavy
150,6,6,12865.5,15438.7,0.5939,cloud_heavy
151,7,6,12822.8,15387.3,0.6272,cloud_heavy
152,8,6,12875.8,15450.9,0.6623,cloud_heavy
153,9,6,13677.1,16412.5,0.6973,cloud_heavy
154,10,6,14159.9,16991.9,0.7303,cloud_heavy
155,11,6,15212.5,18255.0,0.7589,cloud_heavy
156,12,6,14708.1,17649.7,0.7811,cloud_heavy
157,13,6,15216.3,18259.6,0.7952,cloud_heavy
158,14,6,14602.9,17523.5,0.8,cloud_heavy
159,15,6,14255.1,17106.1,0.7952,cloud_heavy
160,16,6,14226.6,17072.0,0.7811,cloud_heavy
161,17,6,14132.0,16958.4,0.7589,cloud_heavy
162,18,6,15088.4,18106.1,0.7303,cloud_heavy
163,19,6,13537.5,16245.0,0.6973,cloud_heavy
164,20,6,13897.9,16677.5,0.6623,cloud_heavy
165,21,6,12875.5,15450.6,0.6272,cloud_heavy
166,22,6,13288.3,15946.0,0.5939,cloud_heavy
167,23,6,12794.5,15353.4,0.5636,cloud_heavy
168,0,7,11848.8,14218.5,0.4829,cloud_heavy
169,1,7,12027.7,14433.2,0.4978,cloud_heavy
170,2,7,11985.0,14382.1,0.5177,cloud_heavy
171,3,7,12626.4,15151.7,0.5431,cloud_heavy
172,4,7,12576.1,15091.3,0.5747,cloud_heavy
173,5,7,12615.3,15138.3,0.6123,cloud_heavy
174,6,7,12977.5,15573.1,0.6556,cloud_heavy
175,7,7,14005.5,16806.6,0.7032,cloud_heavy
176,8,7,15076.6,18091.9,0.7533,cloud_heavy
177,9,7,14926.9,17912.3,0.8033,cloud_heavy
178,10,7,15234.4,18281.3,0.8504,cloud_heavy
179,11,7,15799.6,18959.5,0.8912,cloud_heavy
180,12,7,16582.7,19899.2,0.923,cloud_heavy
181,13,7,16249.0,19498.8,0.9431,cloud_heavy
182,14,7,16006.5,19207.8,0.95,cloud_heavy
183,15,7,16678.5,20014.2,0.9431,cloud_heavy
184,16,7,16162.7,19395.2,0.923,cloud_heavy
185,17,7,16387.0,19664.4,0.8912,cloud_heavy
186,18,7,15372.9,18447.4,0.8504,cloud_heavy
187,19,7,14309.9,17171.9,0.8033,cloud_heavy
188,20,7,13803.8,16564.6,0.7533,cloud_heavy
189,21,7,14623.4,17548.1,0.7032,cloud_heavy
190,22,7,14192.7,17031.3,0.6556,cloud_heavy
191,23,7,13026.3,15631.6,0.6123,cloud_heavy
192,0,8,11767.9,14121.4,0.4829,cloud_heavy
193,1,8,12570.4,15084.5,0.4978,cloud_heavy
194,2,8,11819.2,14183.0,0.5177,cloud_heavy
195,3,8,12125.3,14550.3,0.5431,cloud_heavy
196,4,8,12996.2,15595.5,0.5747,cloud_heavy
197,5,8,12941.8,15530.2,0.6123,cloud_heavy
198,6,8,13492.8,16191.4,0.6556,cloud_heavy
199,7,8,13865.0,16638.0,0.7032,cloud_heavy
200,8,8,14540.4,17448.5,0.7533,cloud_heavy
201,9,8,15482.9,18579.5,0.8033,cloud_heavy
202,10,8,15330.4,18396.4,0.8504,cloud_heavy
203,11,8,15967.9,19161.4,0.8912,cloud_heavy
204,12,8,14976.0,17971.2,0.923,cloud_heavy
205,13,8,16119.2,19343.0,0.9431,cloud_heavy
206,14,8,15796.3,18955.5,0.95,cloud_heavy
207,15,8,15552.5,18663.0,0.9431,cloud_heavy
208,16,8,15537.0,18644.5,0.923,cloud_heavy
209,17,8,15508.2,18609.9,0.8912,cloud_heavy
210,18,8,15708.9,18850.7,0.8504,cloud_heavy
211,19,8,14264.5,17117.4,0.8033,cloud_heavy
212,20,8,14407.9,17289.5,0.7533,cloud_heavy
213,21,8,13731.0,16477.1,0.7032,cloud_heavy
214,22,8,13362.3,16034.7,0.6556,cloud_heavy
215,23,8,13490.8,16189.0,0.6123,cloud_heavy
216,0,9,12096.9,14516.3,0.4829,cloud_heavy
217,1,9,12525.6,15030.7,0.4978,cloud_heavy
218,2,9,12168.5,14602.2,0.5177,cloud_heavy
219,3,9,12199.6,14639.5,0.5431,cloud_heavy
220,4,9,12664.5,15197.4,0.5747,cloud_heavy
221,5,9,13192.1,15830.5,0.6123,cloud_heavy
222,6,9,13566.4,16279.7,0.6556,cloud_heavy
223,7,9,13480.1,16176.1,0.7032,cloud_heavy
224,8,9,14433.7,17320.5,0.7533,cloud_heavy
225,9,9,14957.3,17948.8,0.8033,cloud_heavy
226,10,9,16443.5,19732.2,0.8504,cloud_heavy
227,11,9,16547.3,19856.7,0.8912,cloud_heavy
228,12,9,15549.0,18658.8,0.923,cloud_heavy
229,13,9,16003.6,19204.3,0.9431,cloud_heavy
230,14,9,15494.7,18593.7,0.95,cloud_heavy
231,15,9,15856.7,19028.0,0.9431,cloud_heavy
232,16,9,16108.5,19330.2,0.923,cloud_heavy
233,17,9,16231.9,19478.3,0.8912,cloud_heavy
234,18,9,14954.4,17945.3,0.8504,cloud_heavy
235,19,9,14564.1,17476.9,0.8033,cloud_heavy
236,20,9,13467.4,16160.8,0.7533,cloud_heavy
237,21,9,13865.3,16638.4,0.7032,cloud_heavy
238,22,9,13064.8,15677.8,0.6556,cloud_heavy
239,23,9,12888.8,15466.6,0.6123,cloud_heavy
240,0,10,11591.5,13909.9,0.4829,cloud_heavy
241,1,10,12008.3,14410.0,0.4978,cloud_heavy
242,2,10,11580.5,13896.6,0.5177,cloud_heavy
243,3,10,11911.3,14293.6,0.5431,cloud_heavy
244,4,10,13564.6,16277.5,0.5747,cloud_heavy
245,5,10,12591.0,15109.2,0.6123,cloud_heavy
246,6,10,13050.9,15661.1,0.6556,cloud_heavy
247,7,10,14701.2,17641.4,0.7032,cloud_heavy
248,8,10,15649.2,18779.0,0.7533,cloud_heavy
249,9,10,14333.5,17200.2,0.8033,cloud_heavy
250,10,10,15119.9,18143.9,0.8504,cloud_heavy
251,11,10,15825.8,18990.9,0.8912,cloud_heavy
252,12,10,16785.0,20142.0,0.923,cloud_heavy
253,13,10,15664.8,18797.8,0.9431,cloud_heavy
254,14,10,16087.0,19304.4,0.95,cloud_heavy
255,15,10,16519.2,19823.0,0.9431,cloud_heavy
256,16,10,16165.6,19398.7,0.923,cloud_heavy
257,17,10,15488.5,18586.2,0.8912,cloud_heavy
258,18,10,15227.4,18272.9,0.8504,cloud_heavy
259,19,10,14242.9,17091.4,0.8033,cloud_heavy
260,20,10,14291.8,17150.2,0.7533,cloud_heavy
261,21,10,13822.0,16586.4,0.7032,cloud_heavy
262,22,10,13588.9,16306.7,0.6556,cloud_heavy
263,23,10,12878.6,15454.4,0.6123,cloud_heavy
264,0,11,12073.1,14487.7,0.4829,cloud_heavy
265,1,11,12408.3,14889.9,0.4978,cloud_heavy
266,2,11,12282.2,14738.6,0.5177,cloud_heavy
267,3,11,12591.2,15109.4,0.5431,cloud_heavy
268,4,11,12770.5,15324.6,0.5747,cloud_heavy
269,5,11,13096.9,15716.2,0.6123,cloud_heavy
270,6,11,13202.8,15843.4,0.6556,cloud_heavy
271,7,11,14065.6,16878.8,0.7032,cloud_heavy
272,8,11,14352.6,17223.2,0.7533,cloud_heavy
273,9,11,15788.5,18946.2,0.8033,cloud_heavy
274,10,11,16010.5,19212.5,0.8504,cloud_heavy
275,11,11,15846.6,19015.9,0.8912,cloud_heavy
276,12,11,15592.1,18710.6,0.923,cloud_heavy
277,13,11,15604.0,18724.8,0.9431,cloud_heavy
278,14,11,16785.4,20142.4,0.95,cloud_heavy
279,15,11,16270.0,19524.0,0.9431,cloud_heavy
280,16,11,16187.3,19424.8,0.923,cloud_heavy
281,17,11,14845.4,17814.4,0.8912,cloud_heavy
282,18,11,15714.2,18857.0,0.8504,cloud_heavy
283,19,11,15058.1,18069.8,0.8033,cloud_heavy
284,20,11,13915.1,16698.1,0.7533,cloud_heavy
285,21,11,13736.2,16483.5,0.7032,cloud_heavy
286,22,11,13601.7,16322.0,0.6556,cloud_heavy
287,23,11,13117.5,15740.9,0.6123,cloud_heavy
288,0,12,11710.4,14052.4,0.473,cloud_heavy
289,1,12,11873.3,14248.0,0.4835,cloud_heavy
290,2,12,11947.3,14336.7,0.4974,cloud_heavy
291,3,12,12258.3,14709.9,0.5152,cloud_heavy
292,4,12,12953.4,15544.0,0.5373,cloud_heavy
293,5,12,11674.5,14009.4,0.5636,cloud_heavy
294,6,12,12835.2,15402.3,0.5939,cloud_heavy
295,7,12,13304.0,15964.8,0.6272,cloud_heavy
296,8,12,13677.3,16412.7,0.6623,cloud_heavy
297,9,12,13724.7,16469.6,0.6973,cloud_heavy
298,10,12,13435.3,16122.4,0.7303,cloud_heavy
299,11,12,14588.4,17506.1,0.7589,cloud_heavy
300,12,12,15410.0,18492.1,0.7811,cloud_heavy
301,13,12,14100.4,16920.5,0.7952,cloud_heavy
302,14,12,15209.2,18251.0,0.8,cloud_heavy
303,15,12,14634.9,17561.8,0.7952,cloud_heavy
304,16,12,14623.9,17548.7,0.7811,cloud_heavy
305,17,12,13990.0,16788.0,0.7589,cloud_heavy
306,18,12,14040.5,16848.6,0.7303,cloud_heavy
307,19,12,14420.9,17305.0,0.6973,cloud_heavy
308,20,12,13793.9,16552.6,0.6623,cloud_heavy
309,21,12,13921.7,16706.1,0.6272,cloud_heavy
310,22,12,13383.7,16060.4,0.5939,cloud_heavy
311,23,12,12815.0,15378.0,0.5636,cloud_heavy
312,0,13,12432.0,14918.4,0.473,cloud_heavy
313,1,13,12067.2,14480.6,0.4835,cloud_heavy
314,2,13,12337.3,14804.7,0.4974,cloud_heavy
315,3,13,12093.9,14512.6,0.5152,cloud_heavy
316,4,13,12430.5,14916.6,0.5373,cloud_heavy
317,5,13,12383.8,14860.5,0.5636,cloud_heavy
318,6,13,13310.8,15973.0,0.5939,cloud_heavy
319,7,13,12766.2,15319.4,0.6272,cloud_heavy
320,8,13,13875.1,16650.1,0.6623,cloud_heavy
321,9,13,13800.2,16560.2,0.6973,cloud_heavy
322,10,13,14681.1,17617.4,0.7303,cloud_heavy
323,11,13,14771.7,17726.1,0.7589,cloud_heavy
324,12,13,15451.1,18541.3,0.7811,cloud_heavy
325,13,13,15104.6,18125.5,0.7952,cloud_heavy
326,14,13,14125.8,16951.0,0.8,cloud_heavy
327,15,13,14750.9,17701.0,0.7952,cloud_heavy
328,16,13,14135.7,16962.8,0.7811,cloud_heavy
329,17,13,14221.7,17066.0,0.7589,cloud_heavy
330,18,13,14825.8,17791.0,0.7303,cloud_heavy
331,19,13,14145.0,16974.0,0.6973,cloud_heavy
332,20,13,13272.6,15927.1,0.6623,cloud_heavy
333,21,13,12831.5,15397.8,0.6272,cloud_heavy
334,22,13,12939.8,15527.7,0.5939,cloud_heavy
335,23,13,12186.8,14624.1,0.5636,cloud_heavy
336,0,14,11665.0,13998.0,0.4829,cloud_heavy
337,1,14,12155.1,14586.1,0.4978,cloud_heavy
338,2,14,12648.9,15178.7,0.5177,cloud_heavy
339,3,14,12687.3,15224.7,0.5431,cloud_heavy
340,4,14,11873.7,14248.5,0.5747,cloud_heavy
341,5,14,13216.4,15859.7,0.6123,cloud_heavy
342,6,14,13524.1,16228.9,0.6556,cloud_heavy
343,7,14,14106.3,16927.6,0.7032,cloud_heavy
344,8,14,15092.6,18111.1,0.7533,cloud_heavy
345,9,14,13936.1,16723.3,0.8033,cloud_heavy
346,10,14,15017.7,18021.2,0.8504,cloud_heavy
347,11,14,15942.9,19131.5,0.8912,cloud_heavy
348,12,14,15200.3,18240.4,0.923,cloud_heavy
349,13,14,16857.5,20229.0,0.9431,cloud_heavy
350,14,14,16385.3,19662.4,0.95,cloud_heavy
351,15,14,16552.7,19863.3,0.9431,cloud_heavy
352,16,14,15684.1,18820.9,0.923,cloud_heavy
353,17,14,16047.7,19257.2,0.8912,cloud_heavy
354,18,14,15778.9,18934.7,0.8504,cloud_heavy
355,19,14,14959.4,17951.3,0.8033,cloud_heavy
356,20,14,14495.9,17395.1,0.7533,cloud_heavy
357,21,14,14046.3,16855.6,0.7032,cloud_heavy
358,22,14,13145.4,15774.5,0.6556,cloud_heavy
359,23,14,13038.9,15646.6,0.6123,cloud_heavy
360,0,15,11850.2,14220.3,0.4829,cloud_heavy
361,1,15,12180.9,14617.1,0.4978,cloud_heavy
362,2,15,12591.9,15110.3,0.5177,cloud_heavy
363,3,15,12064.0,14476.8,0.5431,cloud_heavy
364,4,15,12702.3,15242.8,0.5747,cloud_heavy
365,5,15,13678.9,16414.7,0.6123,cloud_heavy
366,6,15,13193.9,15832.6,0.6556,cloud_heavy
367,7,15,13589.6,16307.6,0.7032,cloud_heavy
368,8,15,14482.0,17378.4,0.7533,cloud_heavy
369,9,15,15231.9,18278.3,0.8033,cloud_heavy
370,10,15,15294.1,18352.9,0.8504,cloud_heavy
371,11,15,16289.8,19547.8,0.8912,cloud_heavy
372,12,15,16367.6,19641.1,0.923,cloud_heavy
373,13,15,16550.4,19860.5,0.9431,cloud_heavy
374,14,15,16475.7,19770.8,0.95,cloud_heavy
375,15,15,17270.0,20724.0,0.9431,cloud_heavy
376,16,15,15859.2,19031.1,0.923,cloud_heavy
377,17,15,14723.7,17668.4,0.8912,cloud_heavy
378,18,15,16024.6,19229.6,0.8504,cloud_heavy
379,19,15,14651.6,17582.0,0.8033,cloud_heavy
380,20,15,14441.2,17329.5,0.7533,cloud_heavy
381,21,15,14480.7,17376.9,0.7032,cloud_heavy
382,22,15,12846.2,15415.5,0.6556,cloud_heavy
383,23,15,12605.1,15126.1,0.6123,cloud_heavy
384,0,16,11332.8,13599.4,0.4829,cloud_heavy
385,1,16,11755.5,14106.6,0.4978,cloud_heavy
386,2,16,12386.4,14863.7,0.5177,cloud_heavy
387,3,16,12655.6,15186.8,0.5431,cloud_heavy
388,4,16,12855.8,15427.0,0.5747,cloud_heavy
389,5,16,12541.8,15050.1,0.6123,cloud_heavy
390,6,16,12559.7,15071.6,0.6556,cloud_heavy
391,7,16,13956.1,16747.3,0.7032,cloud_heavy
392,8,16,14190.9,17029.1,0.7533,cloud_heavy
393,9,16,15060.3,18072.4,0.8033,cloud_heavy
394,10,16,15610.8,18732.9,0.8504,cloud_heavy
395,11,16,15730.2,18876.3,0.8912,cloud_heavy
396,12,16,16321.3,19585.6,0.923,cloud_heavy
397,13,16,16253.7,19504.5,0.9431,cloud_heavy
398,14,16,16464.0,19756.8,0.95,cloud_heavy
399,15,16,15801.5,18961.8,0.9431,cloud_heavy
400,16,16,15871.5,19045.7,0.923,cloud_heavy
401,17,16,15757.7,18909.3,0.8912,cloud_heavy
402,18,16,15665.2,18798.2,0.8504,cloud_heavy
403,19,16,14680.1,17616.2,0.8033,cloud_heavy
404,20,16,14619.7,17543.7,0.7533,cloud_heavy
405,21,16,13822.2,16586.7,0.7032,cloud_heavy
406,22,16,13447.3,16136.8,0.6556,cloud_heavy
407,23,16,13422.8,16107.3,0.6123,cloud_heavy
408,0,17,11192.9,13431.5,0.4829,cloud_heavy
409,1,17,11574.0,13888.8,0.4978,cloud_heavy
410,2,17,11681.6,14017.9,0.5177,cloud_heavy
411,3,17,11587.4,13904.9,0.5431,cloud_heavy
412,4,17,12490.7,14988.8,0.5747,cloud_heavy
413,5,17,13391.3,16069.6,0.6123,cloud_heavy
414,6,17,13379.6,16055.5,0.6556,cloud_heavy
415,7,17,14016.0,16819.2,0.7032,cloud_heavy
416,8,17,14865.0,17838.0,0.7533,cloud_heavy
417,9,17,15447.3,18536.8,0.8033,cloud_heavy
418,10,17,15257.1,18308.5,0.8504,cloud_heavy
419,11,17,16301.4,19561.6,0.8912,cloud_heavy
420,12,17,16001.5,19201.8,0.923,cloud_heavy
421,13,17,15737.2,18884.6,0.9431,cloud_heavy
422,14,17,15917.3,19100.7,0.95,cloud_heavy
423,15,17,15425.7,18510.9,0.9431,cloud_heavy
424,16,17,15532.3,18638.7,0.923,cloud_heavy
425,17,17,15497.0,18596.4,0.8912,cloud_heavy
426,18,17,15657.4,18788.9,0.8504,cloud_heavy
427,19,17,15622.5,18747.0,0.8033,cloud_heavy
428,20,17,13797.8,16557.3,0.7533,cloud_heavy
429,21,17,14097.5,16917.0,0.7032,cloud_heavy
430,22,17,13073.7,15688.4,0.6556,cloud_heavy
431,23,17,13283.3,15940.0,0.6123,cloud_heavy
432,0,18,11857.9,14229.5,0.4829,cloud_heavy
433,1,18,11380.9,13657.1,0.4978,cloud_heavy
434,2,18,12565.6,15078.8,0.5177,cloud_heavy
435,3,18,12233.6,14680.3,0.5431,cloud_heavy
436,4,18,12545.9,15055.1,0.5747,cloud_heavy
437,5,18,12676.5,15211.8,0.6123,cloud_heavy
438,6,18,13230.0,15876.0,0.6556,cloud_heavy
439,7,18,14112.2,16934.6,0.7032,cloud_heavy
440,8,18,14312.9,17175.5,0.7533,cloud_heavy
441,9,18,15002.1,18002.5,0.8033,cloud_heavy
442,10,18,15454.8,18545.8,0.8504,cloud_heavy
443,11,18,16285.9,19543.1,0.8912,cloud_heavy
444,12,18,15793.3,18952.0,0.923,cloud_heavy
445,13,18,15427.5,18513.0,0.9431,cloud_heavy
446,14,18,16725.1,20070.1,0.95,cloud_heavy
447,15,18,15982.2,19178.7,0.9431,cloud_heavy
448,16,18,16491.0,19789.2,0.923,cloud_heavy
449,17,18,15845.4,19014.5,0.8912,cloud_heavy
450,18,18,15228.7,18274.4,0.8504,cloud_heavy
451,19,18,15011.0,18013.3,0.8033,cloud_heavy
452,20,18,15237.2,18284.6,0.7533,cloud_heavy
453,21,18,14801.5,17761.8,0.7032,cloud_heavy
454,22,18,13523.0,16227.6,0.6556,cloud_heavy
455,23,18,13159.8,15791.7,0.6123,cloud_heavy
456,0,19,12195.4,14634.4,0.473,cloud_heavy
457,1,19,11608.1,13929.8,0.4835,cloud_heavy
458,2,19,12158.5,14590.3,0.4974,cloud_heavy
459,3,19,12192.9,14631.5,0.5152,cloud_heavy
460,4,19,12522.6,15027.1,0.5373,cloud_heavy
461,5,19,12332.2,14798.6,0.5636,cloud_heavy
462,6,19,12310.6,14772.7,0.5939,cloud_heavy
463,7,19,12410.9,14893.1,0.6272,cloud_heavy
464,8,19,13102.4,15722.9,0.6623,cloud_heavy
465,9,19,13688.6,16426.3,0.6973,cloud_heavy
466,10,19,14058.0,16869.7,0.7303,cloud_heavy
467,11,19,15285.9,18343.0,0.7589,cloud_heavy
468,12,19,15136.9,18164.3,0.7811,cloud_heavy
469,13,19,14353.9,17224.7,0.7952,cloud_heavy
470,14,19,14979.6,17975.6,0.8,cloud_heavy
471,15,19,14600.0,17520.0,0.7952,cloud_heavy
472,16,19,14525.8,17431.0,0.7811,cloud_heavy
473,17,19,14526.6,17431.9,0.7589,cloud_heavy
474,18,19,14446.2,17335.5,0.7303,cloud_heavy
475,19,19,13738.3,16485.9,0.6973,cloud_heavy
476,20,19,13989.6,16787.5,0.6623,cloud_heavy
477,21,19,12780.6,15336.7,0.6272,cloud_heavy
478,22,19,12929.5,15515.4,0.5939,cloud_heavy
479,23,19,13634.1,16360.9,0.5636,cloud_heavy
480,0,20,11893.0,14271.6,0.473,cloud_heavy
481,1,20,12422.4,14906.9,0.4835,cloud_heavy
